39.4097	40.1589	41.0186	43.1738	43.6017	44.0755	43.9067	41.8640	40.3066	39.6507	39.0837	39.8785	41.5816	42.5622	43.4322	45.2283	46.1641	45.4494	44.1623	42.6005	41.2699	40.5988	40.7082	41.9737	44.3944	47.4677	49.3115	49.1915	47.2844	45.3351	43.0790	41.4758	41.5668	42.3129	42.3396	42.5628	43.4474	44.8940	46.0134	46.7797	46.6614	45.1641	43.0855	41.5315	41.9476	45.0368	48.0660	50.8247	52.4558	52.3347	51.0576	49.1184	46.9381	45.7555	46.0754	46.8003	46.8287	45.4520	43.9776	43.5794	45.2503
43.9067	42.3727	40.8907	40.5917	40.6988	42.0977	43.5240	43.9682	44.1292	44.6949	45.4635	45.8165	45.6124	44.3181	43.1567	41.2664	40.0149	40.4498	42.1543	44.2782	45.3056	44.9383	43.9708	42.8941	41.5614	40.2472	40.3122	41.0750	41.7975	42.5236	41.9935	40.9706	40.7813	41.7051	42.8432	43.4459	43.9819	44.8906	46.9683	49.5044	51.4623	52.0213	51.5198	51.6778	51.2719	50.7771	49.5676	48.6828	48.5893	48.5026	47.8382	46.3778	45.6787	46.7131	48.2384	48.2918	47.6205	47.1997	47.9868	49.5889	51.5809
43.5240	43.9134	44.0716	44.8648	45.7469	46.2527	46.3895	44.8048	43.1069	41.3408	39.5538	39.9116	42.2930	44.9428	46.2154	46.2123	45.4648	43.9335	41.5775	39.5176	38.0843	38.0431	39.4376	40.5376	41.2330	42.1980	43.1934	43.6330	43.1982	42.3761	41.6108	41.3447	42.4899	45.0666	47.1888	48.7001	49.5784	51.1284	52.3560	51.6578	49.0171	46.6500	45.0920	44.5590	44.5087	43.7812	43.2043	42.8856	43.6107	43.4751	43.0568	44.2936	46.2090	47.2201	47.2023	46.0423	44.8690	44.1682	44.0982	45.4779	47.0489
46.3895	45.1345	43.6667	42.4595	41.6014	42.7684	45.0735	46.4014	46.5833	45.5801	43.5034	41.2181	39.6318	39.1619	39.9636	41.0487	41.6327	41.6819	41.9969	43.1551	45.0113	46.4018	45.6350	43.6340	42.6721	42.4077	42.7479	43.9185	46.2163	48.2773	49.7252	50.4345	50.8570	51.6017	51.9257	51.3266	49.8181	47.7000	45.0139	42.5930	42.1080	43.8658	45.1672	44.8782	44.2736	44.6627	46.0989	46.7878	46.8513	46.0241	45.5146	45.9079	47.2809	48.5597	49.5966	49.5795	48.5221	47.7544	47.9055	48.1886	47.8140
45.0735	46.0234	46.0603	45.3331	43.7420	42.2272	42.3027	42.4701	42.0440	42.0480	42.0743	42.4397	42.7652	43.3607	44.5360	44.0157	42.3721	40.9995	40.2533	40.1696	41.3549	43.6032	45.4322	46.7620	47.6959	48.5284	49.3869	50.0713	50.2827	49.1705	47.5558	46.3188	44.6450	42.9863	42.4578	42.5957	43.6761	45.0042	45.7217	45.6988	46.1602	47.3163	47.6521	46.8529	45.7068	44.6970	44.5881	45.8848	47.5194	48.3864	47.7806	46.1401	45.1381	45.2476	46.5094	47.2981	46.9093	45.9795	45.8821	46.6629	48.7773
42.3027	42.5060	42.1516	42.6218	43.2330	44.7917	45.3769	44.0125	44.4862	44.7784	43.6390	43.3028	44.0244	44.0265	42.9656	43.9551	45.6358	46.4503	47.4670	49.4251	51.1656	51.6218	51.2860	49.9732	47.9360	45.5722	43.0679	42.0248	43.2237	44.2303	44.4260	44.4772	44.4697	45.0829	46.6829	47.5947	46.8599	45.6530	44.7374	44.3156	45.2658	46.7726	47.9043	49.0473	48.5949	46.3109	44.9039	44.9545	46.2317	47.1648	46.9883	45.7264	45.4615	47.7548	50.4163	53.5117	57.2436	60.3568	62.1549	62.9077	62.2327
45.3769	43.4447	43.9621	43.8462	42.9162	43.0926	44.7441	44.8596	43.2242	44.0356	45.3174	46.0949	46.8077	48.2028	49.4110	49.7908	48.8997	47.3205	45.0168	42.2989	40.7482	41.8489	44.3124	45.6611	45.0674	43.1359	43.3502	44.7092	46.1908	47.5564	47.6526	45.2991	43.1439	42.7709	43.5984	44.4940	44.9061	45.8709	46.8425	46.5358	44.6889	43.2302	42.0716	41.7337	42.3482	44.3679	46.4194	47.7547	48.5529	50.0124	52.8328	56.1779	58.5870	58.7058	57.4907	55.9071	55.3236	55.5550	55.5328	56.5971	57.5941
44.7441	44.7537	42.9502	43.8060	45.0471	46.3035	47.4381	47.8295	48.6577	49.5469	49.0652	47.6447	45.9332	44.5934	43.3472	44.3958	45.4773	44.8204	44.1071	43.5133	42.9462	43.1702	44.1056	44.8262	45.1823	44.7296	43.8304	43.5364	43.6995	43.5213	43.4702	43.7049	44.4149	44.9510	44.4838	43.1297	41.3422	40.2702	40.7974	42.5998	44.1450	45.3863	46.8997	49.1761	51.9151	55.1248	58.2783	59.8981	58.7934	56.1931	54.2179	52.7759	53.4081	56.0943	58.5653	60.0207	59.4206	58.0195	57.2531	56.5645	56.6350
47.4381	47.6150	48.4616	49.8087	50.0425	49.5386	47.5764	45.1521	43.5054	44.3875	44.8791	44.2815	44.7176	44.7832	44.9315	45.8584	47.1802	47.5930	47.4234	47.1050	45.9936	44.3138	43.0465	42.9303	44.7606	47.0396	48.4968	47.7271	45.2203	43.5754	41.6399	40.5512	40.8639	42.5727	44.0106	45.5623	47.4607	50.1117	53.4693	56.4723	57.4998	56.4152	54.6296	52.6719	50.9154	50.4812	51.5487	53.1353	53.9682	54.1132	53.7968	52.7724	51.4396	50.9988	51.7856	53.3208	54.6703	55.3057	55.1397	55.4240	57.5054
47.5764	45.0914	43.5414	44.5991	45.7020	45.5203	45.9216	45.1744	44.4371	44.7552	45.7910	45.8290	45.3919	45.3971	44.1471	43.2403	42.6440	42.0556	42.6329	44.8320	46.5928	46.5486	44.7531	43.1746	41.4111	40.0622	39.6801	40.9020	43.2070	45.6268	48.7676	51.8558	54.6588	56.4074	56.9616	56.0494	54.2139	52.4456	51.4226	51.4354	52.4642	53.8360	55.4095	56.5510	56.1006	54.8984	55.5438	56.5919	56.0441	55.6787	55.7196	55.6870	56.0894	57.6855	58.6196	59.1136	59.6533	59.4301	57.7962	56.9592	55.5348
