49.9	47	32.2	24.9
44.3	46	30.1	24
40.6	45.3	30.4	26.4
37.8	45.8	32.4	27.1
39	46.7	33.2	26.8
41.5	48	34.5	28.5
44	49.4	35.9	30.9
43.5	50.9	39.8	34.6
45.2	53.3	43.2	38.6
51.4	55.7	47	39.8
56.2	48.4	49	42.4
58.5	61.1	52.7	46.5
59	63.1	54.6	45.7
62.2	65	54.3	44.3
64	65.3	50.8	41.3
61.1	64.6	47.1	39.1
56.6	62.2	41.3	33.3
52.6	59.3	35.3	29.6
47.3	56.5	34	28.4
43.5	55.2	35.7	29.7
43.2	55	37.7	29.1
46.5	55	35.3	28.5
46.5	55	35	24.1
43.8	54.8	34	26.4
43	54	34.6	25.5
43.5	53.9	33	26.9
43.7	53	31.8	22
43	52.1	27.4	19.3
41.3	50.5	27.1	19
36.5	49.2	24.9	16.8
35.8	47.8	25.1	19.7
32	47	26.6	20.3
33.2	47	28.7	25.4
36.2	48	32.9	29.1
40.4	50.3	37.4	31.9
46.9	53.8	41.8	36.5
51.4	57.6	48.5	42.8
56.6	62.1	53.9	45.1
65.8	66.1	54.7	42.3
68.8	68	50.3	39.5
62.9	66.4	43.3	35.4
56.9	62.9	37.5	28.9
50.8	59.7	33.9	26.9
45.9	58.2	33.4	27.8
43	57	34	26.2
42.5	56.9	33.6	25.2
42.8	56	29.7	21.6
40	54.4	23.1	16
33.8	51.7	16.6	9.4
28.9	48.2	10.8	7
21.6	43.9	8.6	4.8
16.8	41	9.1	5.2
14.8	39.3	11.2	6.7
16.7	39	12.6	6.5
19.4	39	13	7
22.2	39.7	15.4	9.6
22.5	40.7	18.6	13.9
24.4	42.5	22	15.2
28.9	44.1	22.5	15.5
32	45	21.2	15.2
30.8	45	20.7	14.8
27.6	45	20.4	15
26.3	44.1	19.6	13.8
26.3	43.6	18	12.5
25.3	42.8	17.6	11.3
24	42	16.5	11.2
24	41	17.4	13
23.5	41.5	19.3	13.9
26.2	42	20.8	15.9
28.2	42.9	23.7	16.8
30.9	44	23.3	16
32.8	44	21.3	14.8
29.6	43.3	18.3	12.6
26.3	41.4	15.2	9.9
22.8	39.2	12.2	8.1
18.8	37.1	10.5	5.6
15.5	35.5	7.1	3.1
13.8	33.5	3.9	1.8
9.8	31.6	3.1	-1.2
7.8	29.9	0.3	-4.1
6.1	28.1	-5.5	-8.1
1.6	25.3	-10.4	-9.4
-4.7	22.4	-10.5	-9.3
-9	20.4	-8.5	-7.8
-10	19.3	-7.1	-6.3
-8.8	19	-6.7	-5.5
-7.3	19	-3.7	-2.3
-6	20.3	-0.4	-0.6
-2.6	22.1	2	1.9
1.2	24.1	4.1	4.4
3.5	25.9	5.3	6.4
4	27.5	7.6	11.1
5.2	29.5	13.1	16.7
8.4	32.8	21.7	24
16.1	37.4	30.1	31.3
27.3	43.2	39.5	41.4
41.7	50.1	48.9	50.2
57.5	57.7	58.1	55.9
75.1	65.1	65.9	58.6
93.3	71.5	69.1	56.7
104.8	76.5	73.8	54.1
109.9	81.1	76.2	53.8
110.5	83.6	72.7	45.6
97	80.3	58.7	45.7
84.6	75.4	51.4	38.5
74.2	71.6	43.3	35.5
62.2	66.9	28.9	24.8
51.4	60.7	20.6	18.6
39.2	55.2	17.1	12.4
30.2	50.4	14.5	7.2
23.3	46.1	6.6	2
16.9	33.8	-1.9	-4.8
9.1	-8.6	-7.1	-7.9
1.9	-13	-6.5	-9
-3	-15.9	-2.4	-4.7
-4.8	-16.2	1.3	1
0.6	-15.6	6.6	6.6
7.9	-12.9	13.7	13.1
17.1	3.7	19.4	19
25.4	25.7	27.3	26.8
32.9	30.6	36.8	37.1
42.1	36.6	47.5	52.3
53.5	45.1	61.9	68.8
70.4	55.6	75.9	79.3
90.7	66.8	86	79.7
103.3	75.8	86	70.9
101.4	76.5	69.5	63.5
85	70.9	61.9	62.7
74.2	68.2	67.3	66.2
69.3	71.3	76.4	70.3
78.1	74.3	77.3	68.6
85.7	75.9	72.6	59.9
83.4	72.8	59.2	47.1
71.8	65.5	41.2	36.2
61	57.6	28.2	27.5
48.5	49.3	19.8	16.8
38.1	42.5	13.3	10.1
29.1	36.4	8.6	4.2
21.9	31.4	4.9	0.8
16.1	28.7	2.7	-1.3
11.6	24.6	2.9	-1.7
9.3	21.9	3.4	-2
9.5	20.4	4	-1.2
10.7	19.5	5.3	1.4
12.5	19.9	10	6.6
15.9	21.6	16.2	14
24.9	25.2	23.8	22.3
33.8	29.4	33.1	29.3
45.1	34.8	39.7	34.3
54.6	40.1	44.3	36
56.5	43.2	45	37.9
54.5	46.4	47.2	42.3
53.3	48.6	50.1	46.6
55.9	50.8	54.8	50.2
62.4	54	58.2	51.2
68.4	56.4	59.3	50.5
69.8	58.5	57.4	48.3
66.3	58.5	53.7	45.9
62.5	56.9	48.8	41.4
56.9	54.4	42	37
53.3	23.4	37	32.9
46.2	48.3	34.5	29.3
42.3	46	32.1	26.8
39.8	44.1	30.5	24.8
37.5	42.4	28.5	21.6
36.8	40.8	26.6	19.6
35	39.1	23.4	17.6
32.3	37.4	22	16.5
29.5	35.7	21	16.2
28	34.4	21.5	18
27	34	23.6	19.4
29.2	34.3	26.8	20.7
34.1	35.3	28.1	22.2
37.7	36.5	29.4	23.9
38.8	37.6	32.4	27.6
36.5	39.1	35.5	30.2
40.4	40.6	38	32.9
44.9	42.4	40.1	34.5
47.7	44	42.4	36.6
48.5	45.5	43.9	39.1
49	47.2	46.7	42.4
51.2	48.6	49.8	45.4
55.7	50.8	53.5	47.2
60.7	53.5	54.9	48
63.5	55.6	55.7	49.5
61.8	56.3	55.1	49.8
59.8	57	55	50.5
60	57	55.4	52.4
58.4	58.1	58.8	53.9
63.2	60.3	62.4	56
74.1	62.5	62.8	53.1
77	64.4	63.6	50.1
74	65	62.4	56.2
71.3	65	63.5	55.2
73.7	65.8	66	57.5
75.9	67.2	65.6	48.4
79.3	66.3	58.6	51.8
72.6	63.5	54.7	46.1
69.1	61.3	48.6	41.8
61.4	56.9	47.2	38.8
56	56	49.7	40.6
57.5	56	50.8	43.6
60.5	56.6	52	43.4
61.3	57.6	54.1	45.7
61	59	55	47.9
62	59.9	55.2	46.7
62.5	59.8	52.7	42.7
60.8	57.9	46.5	40.9
55.6	55.1	42.7	36.6
50.8	52.9	39.1	33.3
47.3	51.1	35.8	29.4
44.5	49	31.3	24.2
41.3	46.6	27.3	21.7
36.8	44.1	24.7	19.6
32.8	41.9	22.7	17.1
29.8	40.1	19.4	12.4
27.6	37.9	14.9	9.8
22.9	35	10.1	7.1
17.1	31.8	6.3	2.7
11.8	28.7	1.6	-1.1
6.6	25.2	-4.8	-6.3
1.6	21.3	-11.6	-11.6
-4.9	17.5	-13.5	-13
-10.4	14.2	-14.9	-12.7
-15.2	11.5	-13.8	-9
-15.5	10.4	-5.3	-0.4
-11.7	12.4	5.3	16.8
4	17.1	18.6	39.1
24.7	26.1	37.4	65.6
49.1	37.9	59.7	87.4
75.5	54.3	80.7	100.1
99.7	72	97.9	105.9
116.5	88	110	104.8
124.4	99	112.8	103.7
120.9	102.8	110.8	101.4
114.3	103.6	106.9	99.5
110.8	101.7	104	99.8
106.5	100.2	102.1	96.7
105.3	100	98.2	89.1
104	97.4	87.2	76.6
96.7	89.9	69	61.8
85.7	79.5	51.1	48.4
73	69.5	38.9	35.4
61.7	60.9	31.7	25.1
51.6	54.1	23.7	15.9
42.6	47.8	16.8	11.1
37.1	43	13.4	7.3
28.1	36.7	8.8	0.3
23.6	32.4	5.2	-4.2
19.6	28.6	2.5	-2.7
14.8	25.6	6.6	3.4
13.5	24.1	12.7	6.1
21.6	24.3	18.1	13.1
30.4	26.7	25.4	21.3
37.9	30.4	33.4	28.8
46.1	34.8	39.9	34.2
53.1	39.4	46.4	38.6
58.7	44.4	51.5	43.1
63.2	48.6	55.8	47.6
66.2	52	57.3	49.5
68	-3.5	59.9	49.4
67.3	12	61	52.3
69	22.7	61.2	51.6
72.4	30.5	60.9	50.9
74.3	35	58.6	48.9
71.1	37.8	53.7	44.4
66.6	37.3	46.6	40.5
60.4	35.3	42.4	37.4
53.4	34.1	41.3	36.5
49	34	41.2	34.8
48	35	39.7	33.3
48	35	37.3	31.3
46.5	34	34.9	28.9
43.3	33.5	33.4	28.5
40.5	33	33.2	29
39.3	33	34.3	29
40.2	33.1	35.1	30.4
42.7	34.4	38.2	33.4
44.9	36.6	43.1	38.4
50.1	39.8	47.7	42.2
57.6	43.5	51.9	46.3
62.2	46.9	56.9	49.9
65	50.3	60.7	54.5
67.2	53.5	63	56.2
69.5	56.6	65	58.8
70.7	64.1	66.2	60.8
70.8	66.2	68.3	62.6
73.2	68.2	70.9	64.7
77.4	70.7	73.2	64.4
81.5	72.7	72.9	65.9
81.8	74.2	75.6	69.8
80.3	76.2	78.7	71.5
84.6	78.7	81.5	75.2
90.4	80.5	82.4	72.6
93.5	82	83.5	70
91.8	82	80.4	73.3
88.5	82	81.4	70.5
89	82.9	82	67.1
90.9	82.5	77.8	64.1
89.5	78.9	69.5	56.5
81.3	73.3	60.3	47.6
75.1	66.4	50.2	43.9
65.6	61.4	46.4	38.7
59.8	57.5	44.1	35.4
54.8	54.6	41.8	28.5
51.3	52	39.3	31.2
48.8	50.1	39	30.1
47.8	48.8	38.6	31.8
48.3	48.4	41	31.8
49.2	49.2	43.6	35.5
53.4	50.7	45.4	37
57	52.3	47.3	36.5
57	53.5	48.3	39.4
57.7	54.4	50.2	42.3
57.8	55.5	52.4	47.5
61.9	57.8	58.3	50.4
66.4	61.2	62.5	54.2
73.2	64.3	66	56.5
76	67.5	70.1	61.7
78	70.6	72.8	64.7
80.2	72.9	74.2	66.6
82.2	74.2	72.1	65.9
81.1	75	71	59.8
78	73.5	67.4	58.1
76.3	70.7	62.6	53.9
73.6	67.8	59.8	51
70	65.2	56.6	49.1
66.1	62.9	53.7	46.1
63	60.8	51.7	43.9
60.8	59.1	49.2	39
60.2	57.3	48.3	39.4
58.5	56.2	48.3	40.4
60.7	56	48.4	39.3
59.8	55.3	45.6	36.6
60.5	53.5	41.6	32.6
55.8	50.9	38.3	32.3
50.6	49.1	39.3	33.2
47.5	49	41.1	34.4
49.2	49	42.9	35.7
52.2	50	44.5	38.4
54.7	51.5	47.1	39.7
56.5	53	48.6	40.5
57	54	47.4	38.7
55.3	52.7	44.4	38.5
51.8	51	42.7	38.3
49.3	49.9	42	37.5
47.8	49	41.6	37
47.3	49	41.5	36.1
47.7	49	41.4	33.9
48.2	47.8	37.6	30.4
46.6	46	32.3	27.4
41.8	43.3	30.5	27
37.8	41.6	31.5	27.2
37	41	42.7	28.5
39.2	41.6	45.1	30.2
42	43.3	48.7	31.5
45.7	44.1	48.6	38.9
50.7	46.8	51.4	34.7
50	47.9	52.8	34.8
49.3	48.8	52.2	35.4
49.3	49	51.8	37
48.5	49.2	54.4	40.4
50.4	51	59	43.1
56.6	53.3	62.3	46.6
63.4	56.3	66	49.1
66	59.1	70.2	52.9
67.7	62	72.8	55.7
70.3	64.5	76.1	58.5
72.9	67.7	81.7	66.8
80.1	72	87.3	72.9
88.3	76.3	92	74.7
95.7	80.8	95.6	81.1
95.3	85.5	103.3	86.8
99.4	90.6	108.4	87.3
110.5	94.5	108.3	85.5
114.8	95.7	104.4	80.2
105.9	92.8	97.1	78.9
98.3	89.1	96.1	77.8
96	87.5	93.4	73.7
102.7	85.5	90.4	65.4
97.2	83.8	86.9	62.9
92.8	80.7	81.7	59.5
86.1	77.4	78.8	56.1
83.3	74.8	77.2	59.4
81.3	73.6	75.8	52.8
79.5	71.9	72.9	54.1
76.1	69.1	66.2	45.5
70.1	64.9	59.3	45.1
62.9	61	59	40.8
58	59	56.5	36.9
57.5	57.4	53.5	37.6
53.8	54.9	56.2	45.2
52	57.4	65.7	48.9
62.2	60.8	72.5	52.7
71.7	61.2	77.6	58.2
69.7	64.9	89	71.1
79.6	65.6	103.7	72.4
84.2	65.2	104	74.6
90.6	66	104.4	80.4
95	67	108.3	88.8
93.5	70.2	123	96.5
98.4	72.7	130.7	96.9
101.9	74.4	133.4	104
114.8	73.6	138	109.1
119.9	73	146.6	107.8
126.5	73	151.3	109.6
126.7	74.6	150.5	118.4
129.3	76.5	145.3	114.9
126.2	79.7	138.6	102.1
129.8	83	119.1	92.2
125	94.1	98.2	78.9
124.6	97	93.4	77
114.8	91.6	91.4	70.6
111.2	89.4	89	57.8
111.1	73.6	85.7	63.1
103.3	84.9	80	58
97.8	81.4	74.2	50.3
91.1	76.9	66.7	39.9
82.4	71.5	59.1	42.1
74.1	66.8	55.9	38.6
69.1	63.4	54	32.7
63.8	60.9	49.9	28.7
58.8	56.9	42.3	27.9
51.4	50.4	38.2	21.4
43.1	38.8	34.5	21.1
37.1	35.9	35.2	24.6
33	35.5	39.2	28.8
35.6	38.3	38.5	36.8
46.8	42	45.7	45
57.1	51.7	56	52.5
67.8	61.8	63.1	58.8
77.6	68.2	69.6	58.5
83	72.9	71.4	62.2
81.1	76	70.4	64.9
76.8	77.4	71.2	62.5
76.3	78	69.7	62.2
75.8	78	69.1	61.7
74.5	77.8	66.8	56.7
73	76.6	63.5	57.1
68.9	72.8	56.1	50.1
63.1	68.3	48.9	46
55.9	64.3	45.9	43.6
48.8	61.3	45.3	42.6
47.3	61	47.5	41.5
50.9	60.6	44.9	37.2
56.7	59	41.2	33.6
49.1	56.9	36.4	28.3
44.1	53.4	30.3	24.1
37.6	49	23	19.6
31.4	44.8	19.9	17.5
26.6	41.3	19.6	17.2
23.6	40	23.3	21.8
23.4	40.8	28	23.8
31.4	42.9	30.8	27.8
39.8	45.4	36.9	34.6
45.8	49.4	44.9	39
54.7	54	50.5	44.3
60.6	57.8	52.8	44.5
64	60.6	54	44.8
61.4	62.4	54.3	48.5
60.2	63.5	56	51.5
60.7	65.3	58.8	52.5
65.1	67.1	61.2	57.2
69.9	69.2	64.4	58
72.7	71.7	66.2	57.1
75.5	73	64.5	54.6
74.1	72.6	60.3	53.3
68.6	70.1	55.8	49.7
63.1	66.9	52.7	46.8
58.6	65	51	45
55.8	63.5	49.1	42.1
54.8	61.6	45.2	38.4
53.1	47.7	40	33.7
48.1	41.1	37.2	30.2
44.8	38.5	34.5	26.9
41.8	35.9	31.4	23.8
39.3	33.3	27.9	24.5
36.5	31	27	21
33.1	29.8	25	35.7
32.2	27.9	24.9	28.1
31.5	26.7	23.9	17
30.8	25.4	22	16.6
28.5	24.2	21.2	17
27.3	23.1	20.1	14.3
27.3	21.8	17	10.4
25.5	19.3	12.6	7.6
23.5	17.7	9.2	5.5
17.6	14.1	6	3.3
14.1	11.8	5.3	2
12.3	10.3	3.9	0.3
10.8	8.4	2.6	-1.2
9.3	7.3	1.2	-2
8	6.1	0.8	-1.3
6.3	5	1.7	-1.7
6.5	4.9	-0.1	-4.4
7.5	3.5	-5.1	-7.8
4.6	1.3	-8.2	-9.3
-0.2	-0.3	-9.1	-8.4
-2.2	-1	-4.9	-4.1
-2.5	-0.3	0.4	0.6
3.3	1.8	7.1	5.8
12.5	5.3	14.1	-0.458333333
20.7	10.2	22.2	0.13
30.2	15.5	30.5	0.718333333
38.5	21.3	36.2	1.306666667
44.6	26	39.8	1.895
46.3	30.4	43	2.483333333
46	33.9	46.5	3.071666667
48.4	37	48.8	3.66
53.3	39.4	48.7	4.248333333
55.5	40.9	48.7	4.836666667
54.5	42	46.9	5.425
52.1	41.4	44.9	6.013333333
49.8	40.4	42.5	6.601666667
47.3	38.9	41	7.19
44.8	38	40.3	7.778333333
44.5	37.1	38.4	8.366666667
44	35.6	35.2	8.955
42.1	33.8	32	9.543333333
39.1	31.2	28	10.13166667
35.4	28.6	24.5	10.72
32	26	21.8	11.30833333
30.1	23.6	19.5	11.89666667
27.1	21.7	19.1	16.6
25.5	21	21.2	18.2
25.7	21.5	24.3	20.7
28.8	23.2	27.5	22
37.6	25.1	30.1	24
39.2	26.8	31	24.9
39.3	27.8	30.7	26.7
37.6	28.5	31.8	28.7
37.5	29.3	33.6	29.5
39.6	30.3	35	31.6
42	31.4	37.1	32
43.9	32.4	38.2	32
46.3	33.7	36.8	32.5
46	34	36.9	32.7
43.5	34	36.8	32.8
43.3	34	36.7	32.5
43.8	34	36	31.4
43.5	33.6	34.6	29.5
42.3	32.7	32.8	28.3
40.3	31.5	30.4	26.1
38.6	29.6	28.6	24.6
35.4	28.2	26.9	22.1
34	26.8	25.7	20.3
32.8	25.7	24	17.9
34.7	24.4	21.6	15.8
32.3	22.8	20	15.7
29.1	22	20.8	16.7
27.5	21.4	22	18.9
30.4	22.2	25.9	21.9
32.4	24.3	30.3	23.3
39.3	26.7	32	23.2
44.3	28	31.3	23.2
46.1	28.9	31	25.2
39.9	29	31	24.6
39.3	28.7	29.7	25.4
37.3	28.3	31	27.2
37.2	29	33.5	30.6
39.2	30.7	38.1	33.4
45.6	33	41.6	37.4
51.8	35.9	46.3	41.1
56.6	38.9	51.3	44.2
60.2	42.3	53.6	47.3
62.7	45.4	57.3	53.9
63.2	48.4	62.2	56.7
68.1	51.7	65.5	59.2
74.6	54.6	66.8	58.9
77	56.7	65.6	54.5
75.1	56.5	61.5	52.3
71.6	53.8	54.3	47.4
67	49.6	48	40.9
61.4	45.2	41.5	36.9
57.6	41.3	37.6	32.8
48.8	38.4	37.1	28.6
46.8	36.3	33.7	23.3
47.5	33.7	28.5	20.4
46.5	30.5	25.6	17
42.2	28.4	24.4	17.5
40.5	26.3	22.6	12.8
40.3	23.9	18.8	11.8
36.8	22.2	16.5	10.1
28.8	19.6	16.4	11.2
26.6	18.3	16	10.8
24.6	18	17.8	13.2
24.3	18.9	22.5	18.6
27.5	21.2	26.6	22.4
36	23.9	30.6	26.1
42.3	26.9	36.1	30.1
47.6	29.8	39.3	33.9
51.2	33	44.2	36.8
53.1	36	46	40.6
54.8	38.5	48.7	43
55.9	40.6	51.2	43.3
58	42.5	50.9	43.5
59.7	43.6	49	40.8
58.3	42.1	42.5	35.2
53.5	38.2	35.4	30.4
47.5	34.2	30.8	26.6
42.1	30.9	28.3	23.6
37.8	28.7	26.7	21.6
35.8	26.8	24.7	19.3
33.5	25.1	22.1	17.1
31.4	23.3	20.2	14.1
28.3	21.4	17.8	12.1
26.6	19.2	14.2	8.4
24.6	16.7	10.4	6.1
21.6	14.4	9	5
18.5	12.6	9.8	5.2
18.2	12	11.4	6.3
20.2	12	12.4	6
23.1	12.8	12.6	6
23.5	13	12.6	5.8
22.3	12	12.4	6.2
21.3	12.2	13.6	9.1
21.5	13.4	17.2	13.6
25.4	15.8	21.9	17.4
32	18.7	26.8	20.7
37.4	21.7	30.6	23.1
42.9	24.3	31.9	24.9
43.1	26.2	32.9	27.2
41.5	27.6	34.1	28.7
41.5	28.8	35.4	30.5
43.4	30.2	36.6	31.5
45.2	31.4	38.1	32.4
47.2	32.6	39	33.5
48	33.7	39.9	33.9
48.2	34.6	41	36.1
48.5	35.8	43.6	37.8
50.4	37	46.1	40.4
56.3	39.7	51.4	43.3
61.8	42.6	53.7	46.5
67	45.5	59.1	51.8
65.2	49	64.3	55.6
71.3	52.3	65.6	57
79	56	70.8	62
82.9	60.1	78.5	71.3
87.6	65.9	88.7	86.3
97.5	73.6	98.3	94
112.6	81.7	103.7	88
