-15.88	-15.18	-14.08	-12.88	-11.78	-10.78	-10.28	-10.08	-9.88	-9.08	-7.68	-5.98	-4.48	-3.28	-2.48	-2.78	-4.48	-6.68	-8.68	-10.08	-11.18	-12.28	-13.78	-15.88	-18.48	-21.48	-24.08	-26.18	-27.58	-28.18	-28.08	-27.68	-27.38	-27.18	-26.68	-25.28	-23.18	-20.48	-17.38	-14.08	-11.48	-10.08	-10.58	-12.48	-15.08	-17.28	-18.68	-19.88	-21.58	-23.58	-25.98	-28.28	-30.18	-31.38	-32.18	-32.48	-32.28	-31.28	-29.38	-26.68	-23.58	-20.78	-17.98	-14.78	-11.08	-7.48	-4.18	-1.38	0.12	0.72	1.02	1.52	1.92	2.72	4.22	6.02	8.22	10.32	12.12	13.12	13.02	12.22	10.72	8.62	6.12	3.12	0.32	-1.98	-3.48	-4.28	-4.78	-4.58	-3.48	-1.78	1.02	5.12	10.12	15.22	20.02	24.72	28.82	32.22	34.62	36.92	39.22	41.92	44.82	47.72	50.02	51.12	50.52	47.52	41.42	32.52	23.32	15.72	10.52	6.92	4.92	3.92	3.22	2.42	2.22	2.82	4.62	7.52	10.82	13.52	14.92	15.22	14.22	12.42	10.72	9.32	7.82	5.62	2.82	-0.98	-5.48	-10.18	-13.88	-15.58	-14.98	-12.48	-8.68	-4.08	0.72	4.62	7.42	8.82	9.02	8.42	7.92	7.32	6.92	6.92	7.02	7.12	7.12	6.72	5.62	4.52	3.82	4.12	5.42	7.52	9.12	9.82	10.42	11.22	12.32	13.82	16.42	20.02	24.52	29.82	35.42	40.82	45.82	50.12	53.02	54.22	54.62	55.52	56.72	57.42	57.62	56.72	53.72	49.12	43.82	38.42	33.02
-9.3312	-9.1312	-8.7312	-7.9312	-6.6312	-5.0312	-3.8312	-2.7312	-2.1312	-2.5312	-4.3312	-6.6312	-8.6312	-9.8312	-10.6312	-11.5312	-13.0312	-15.1312	-17.8312	-20.9312	-23.6312	-25.6312	-26.9312	-27.4312	-27.1312	-26.7312	-26.2312	-25.8312	-24.9312	-23.2312	-20.8312	-18.1312	-15.3312	-12.7312	-10.7312	-10.0312	-10.6312	-12.1312	-13.8312	-15.5312	-16.7312	-17.7312	-18.4312	-19.4312	-20.7312	-22.1312	-23.5312	-24.7312	-25.6312	-26.1312	-25.9312	-25.2312	-23.9312	-21.9312	-19.5312	-17.1312	-14.7312	-11.9312	-8.8312	-5.7312	-2.6312	0.0688	2.1688	3.7688	5.4688	6.6688	7.3688	7.6688	8.1688	9.4688	11.7688	14.6688	17.2688	18.5688	18.2688	16.5688	14.2688	12.3688	11.0688	9.6688	7.6688	5.3688	2.9688	1.0688	-0.0312	0.1688	1.2688	3.1688	5.4688	8.2688	10.9688	13.3688	15.6688	18.3688	21.4688	25.3688	29.8688	35.1688	40.4688	44.8688	47.8688	49.2688	48.7688	46.2688	42.3688	38.1688	33.7688	29.3688	25.1688	21.6688	18.8688	16.3688	14.4688	13.4688	12.9688	12.6688	12.7688	13.0688	13.5688	13.6688	13.4688	12.6688	11.9688	11.6688	11.4688	10.9688	9.6688	7.4688	4.2688	0.5688	-3.8312	-8.4312	-12.0312	-13.2312	-11.5312	-6.9312	-0.4312	6.1688	11.6688	15.8688	18.2688	19.0688	17.7688	16.1688	14.7688	13.8688	13.0688	11.9688	9.9688	7.3688	4.7688	1.8688	-1.4312	-4.9312	-7.8312	-9.5312	-10.5312	-11.0312	-11.1312	-10.4312	-9.0312	-7.5312	-6.3312	-5.4312	-4.7312	-4.0312	-3.5312	-2.7312	-1.7312	-0.9312	-0.2312	0.5688	1.8688	3.9688	6.5688	9.0688	11.1688	13.0688	14.0688	12.9688	10.2688	7.4688	5.3688	3.7688	2.4688	1.2688	-0.2312	-1.7312	-2.1312	-1.9312	-1.7312	-1.3312	-0.4312
3.2704	4.2704	4.7704	4.2704	2.4704	0.2704	-1.4296	-2.4296	-3.0296	-3.9296	-5.6296	-8.2296	-11.4296	-14.8296	-17.5296	-19.1296	-19.9296	-20.3296	-20.2296	-19.9296	-19.8296	-19.4296	-18.3296	-16.4296	-14.1296	-11.8296	-9.4296	-6.9296	-4.9296	-3.8296	-4.0296	-5.2296	-7.1296	-8.9296	-10.3296	-10.9296	-11.2296	-11.6296	-12.3296	-13.3296	-14.4296	-15.5296	-16.7296	-17.3296	-17.3296	-16.7296	-15.3296	-13.5296	-11.5296	-9.6296	-7.1296	-3.9296	-0.4296	3.0704	6.8704	10.5704	13.4704	16.0704	18.8704	21.4704	23.2704	24.3704	25.2704	26.2704	27.7704	29.6704	31.1704	31.7704	30.7704	28.5704	25.3704	22.3704	19.8704	17.2704	14.7704	12.4704	10.4704	8.8704	7.5704	7.0704	7.5704	9.2704	12.3704	16.8704	21.9704	26.4704	30.2704	33.3704	35.8704	37.7704	40.1704	43.3704	46.5704	48.9704	50.3704	51.1704	51.7704	52.8704	54.7704	56.7704	57.9704	57.4704	55.2704	51.0704	45.8704	41.2704	37.4704	33.8704	30.2704	27.3704	24.7704	22.1704	19.1704	16.4704	13.8704	10.9704	8.4704	6.2704	4.1704	2.1704	0.9704	0.6704	0.7704	0.5704	-0.0296	-0.3296	-0.0296	0.9704	3.2704	6.9704	11.9704	17.3704	22.6704	26.3704	28.4704	29.3704	29.8704	30.3704	31.0704	32.4704	33.9704	34.7704	33.8704	31.1704	27.3704	23.7704	21.4704	20.6704	21.4704	23.1704	25.4704	27.9704	31.3704	35.8704	40.9704	46.3704	52.0704	58.0704	63.1704	66.6704	68.9704	70.1704	70.3704	69.3704	66.8704	62.9704	57.9704	52.5704	46.9704	41.1704	35.3704	29.2704	22.7704	16.2704	10.4704	6.1704	3.8704	4.0704	6.4704	10.5704	15.6704	21.4704	27.0704	31.7704	35.0704	37.6704	41.1704	45.8704	50.8704	55.1704	58.5704	60.1704	59.2704
-8.5608	-9.4608	-9.8608	-10.6608	-12.3608	-14.9608	-18.4608	-22.2608	-25.1608	-26.7608	-27.5608	-28.0608	-28.3608	-28.4608	-28.4608	-28.0608	-27.1608	-25.7608	-23.9608	-21.4608	-18.1608	-14.8608	-12.5608	-11.6608	-12.4608	-14.2608	-16.3608	-17.8608	-18.5608	-18.5608	-18.4608	-18.5608	-19.2608	-20.4608	-22.3608	-24.5608	-26.5608	-27.7608	-27.9608	-27.2608	-25.7608	-23.5608	-20.7608	-17.9608	-15.2608	-12.8608	-10.7608	-8.6608	-5.8608	-2.8608	-0.1608	2.7392	5.8392	8.5392	10.2392	11.1392	12.0392	13.3392	15.2392	17.8392	20.7392	23.2392	24.8392	25.1392	24.1392	21.9392	19.3392	15.9392	12.1392	8.6392	5.9392	4.1392	3.0392	3.2392	4.2392	5.3392	7.0392	9.2392	11.5392	13.3392	15.1392	17.0392	19.2392	21.3392	23.7392	26.5392	29.4392	32.4392	35.4392	38.0392	39.5392	39.5392	38.5392	37.1392	36.1392	35.8392	36.0392	35.9392	34.4392	31.6392	27.7392	23.5392	19.9392	17.7392	16.4392	15.0392	13.1392	10.8392	8.3392	6.1392	5.0392	5.0392	5.4392	5.6392	5.5392	4.3392	1.4392	-2.4608	-6.5608	-9.4608	-10.1608	-8.3608	-4.6608	0.0392	4.9392	8.9392	10.6392	10.1392	8.3392	6.7392	6.6392	7.8392	9.4392	10.9392	12.4392	13.2392	12.7392	11.6392	10.6392	9.9392	9.2392	8.6392	8.3392	8.2392	8.5392	9.7392	12.2392	15.6392	19.4392	23.9392	29.7392	35.9392	41.3392	44.6392	46.2392	46.2392	45.5392	44.9392	44.8392	44.2392	42.5392	40.0392	36.6392	32.5392	27.9392	22.6392	16.8392	10.9392	5.4392	0.7392	-2.9608	-5.6608	-7.2608	-8.3608	-8.5608	-8.1608	-7.0608	-5.3608	-3.0608	-0.0608	4.1392	9.6392	16.3392	23.2392	29.5392	34.9392	39.5392	43.7392	46.8392	48.1392	47.5392	45.1392	41.0392
-22.2456	-26.0456	-28.9456	-30.4456	-31.0456	-31.4456	-31.7456	-31.5456	-31.1456	-30.6456	-29.4456	-27.8456	-26.2456	-24.1456	-20.9456	-17.3456	-14.4456	-13.0456	-13.4456	-15.4456	-18.2456	-20.3456	-21.1456	-21.2456	-20.7456	-20.2456	-20.4456	-21.8456	-24.3456	-27.0456	-29.3456	-30.4456	-30.2456	-28.9456	-27.0456	-24.7456	-22.6456	-21.4456	-20.0456	-18.1456	-15.4456	-12.1456	-8.1456	-3.6456	0.8544	4.8544	8.3544	10.4544	11.8544	12.0544	12.3544	13.2544	15.4544	18.2544	20.2544	21.1544	20.6544	18.5544	15.2544	11.7544	8.9544	7.1544	6.0544	5.8544	6.0544	6.1544	6.0544	5.6544	5.3544	5.7544	7.2544	9.4544	11.7544	13.5544	14.7544	15.4544	16.1544	17.3544	19.4544	21.8544	24.4544	26.6544	28.4544	29.9544	31.2544	32.3544	33.9544	36.5544	39.5544	41.6544	41.9544	39.6544	34.9544	29.9544	26.2544	23.9544	21.8544	19.9544	17.5544	14.0544	9.4544	4.7544	0.9544	-1.0456	0.0544	3.5544	7.6544	10.5544	11.8544	10.6544	6.9544	2.4544	-1.0456	-3.4456	-5.3456	-7.1456	-8.6456	-8.7456	-4.5456	4.6544	16.4544	26.6544	32.7544	33.8544	31.2544	25.8544	22.4544	23.4544	26.0544	27.0544	27.5544	28.0544	26.8544	25.2544	25.7544	28.1544	31.8544	36.6544	41.6544	45.3544	47.8544	50.1544	52.4544	54.6544	56.5544	57.7544	57.8544	56.7544	54.6544	51.2544	46.1544	39.3544	31.4544	23.4544	16.3544	10.4544	5.5544	1.6544	-1.1456	-2.9456	-4.2456	-4.8456	-4.9456	-4.3456	-2.9456	-0.2456	4.1544	9.9544	16.1544	21.9544	26.2544	29.1544	30.3544	30.0544	30.2544	32.3544	35.0544	36.2544	36.3544	35.0544	31.3544	26.7544	22.9544	20.2544	17.7544	15.4544	13.2544	10.9544	8.5544	6.0544	3.9544	2.1544	1.3544
-32.3256	-32.1256	-31.7256	-31.3256	-30.2256	-28.6256	-27.1256	-25.2256	-22.2256	-18.6256	-16.0256	-14.9256	-15.1256	-16.7256	-18.9256	-20.6256	-21.6256	-22.1256	-22.3256	-22.3256	-22.8256	-24.3256	-26.5256	-29.0256	-30.9256	-31.6256	-31.2256	-29.9256	-27.9256	-25.1256	-21.8256	-18.9256	-16.3256	-13.7256	-10.9256	-7.8256	-3.5256	1.1744	5.5744	9.1744	12.1744	13.7744	14.0744	13.5744	13.4744	14.4744	16.8744	19.9744	22.4744	23.4744	22.2744	18.7744	13.6744	8.7744	5.6744	4.4744	4.6744	5.5744	6.9744	7.7744	7.5744	6.0744	4.0744	3.2744	4.3744	7.4744	11.1744	14.6744	17.4744	19.1744	19.5744	19.4744	20.1744	22.0744	24.8744	27.7744	30.6744	33.3744	35.5744	37.1744	37.9744	38.6744	39.4744	39.8744	39.6744	38.0744	35.1744	31.3744	27.1744	23.0744	19.7744	17.6744	16.9744	17.0744	17.5744	17.5744	16.4744	15.0744	14.5744	15.4744	16.8744	17.8744	18.1744	16.9744	14.1744	10.3744	6.1744	1.5744	-2.6256	-5.8256	-7.2256	-6.7256	-4.7256	-2.3256	-0.7256	0.1744	-0.3256	-1.9256	-3.3256	-3.6256	-3.2256	-2.6256	-1.3256	0.7744	3.3744	6.7744	11.0744	16.7744	23.1744	28.6744	31.0744	29.6744	25.3744	20.3744	17.4744	17.7744	20.5744	24.2744	28.5744	33.0744	36.6744	39.4744	41.5744	42.5744	41.9744	40.7744	39.6744	38.5744	36.9744	34.4744	31.0744	26.8744	22.2744	17.1744	11.8744	6.7744	2.3744	-1.2256	-4.0256	-5.8256	-6.8256	-7.3256	-7.7256	-8.2256	-8.8256	-9.1256	-9.3256	-8.8256	-7.7256	-5.7256	-3.6256	-2.4256	-2.1256	-2.4256	-2.9256	-2.8256	-1.7256	-0.0256	2.0744	5.7744	11.9744	20.4744	29.0744	36.4744	41.6744	44.2744	44.4744	42.4744	40.4744	38.9744	38.0744	37.6744	36.7744
-19.216	-17.316	-14.116	-10.516	-7.816	-6.816	-7.216	-8.916	-11.316	-13.116	-13.916	-14.216	-14.416	-14.716	-15.516	-17.416	-20.016	-22.616	-24.616	-25.316	-24.416	-22.416	-19.816	-16.616	-13.516	-11.016	-8.616	-5.916	-3.116	0.284	4.784	9.084	11.584	13.384	14.884	15.684	15.684	15.984	17.184	18.784	20.684	22.984	24.884	25.484	25.184	24.684	24.284	23.584	22.284	20.084	17.184	14.384	11.584	9.484	8.384	8.784	10.384	12.284	14.684	17.784	20.784	23.184	25.284	27.584	30.184	33.384	37.284	41.884	47.484	53.584	59.184	63.184	65.584	66.684	67.084	67.284	66.684	64.384	60.584	55.984	51.884	48.484	46.384	45.184	44.584	44.284	43.984	42.984	40.684	37.284	33.384	30.384	28.384	27.184	25.884	23.984	21.084	17.484	13.684	10.084	7.284	5.584	4.484	3.184	0.884	-2.016	-4.716	-6.616	-7.816	-8.516	-8.316	-7.216	-4.816	-0.816	3.984	8.584	12.184	14.684	15.684	15.584	14.984	15.384	17.184	19.784	22.984	26.884	30.884	34.984	38.984	41.684	41.884	39.784	36.284	32.284	28.484	24.784	21.184	17.884	15.284	14.084	14.584	16.884	20.184	22.984	23.984	22.684	19.784	17.184	15.684	14.884	14.684	15.784	18.184	20.184	20.384	19.284	17.684	17.084	18.384	21.284	23.784	24.684	23.884	20.884	17.084	16.284	18.884	23.284	28.484	35.784	43.884	50.084	53.984	55.884	56.284	56.384	58.684	61.884	63.884	62.984	58.284	48.984	37.984	27.984	20.184	14.184	9.584	5.784	1.784	-2.516	-5.916	-7.516	-7.116
-12.3224	-14.0224	-16.3224	-18.1224	-19.1224	-19.5224	-19.9224	-20.6224	-21.8224	-23.7224	-26.0224	-28.1224	-29.6224	-29.9224	-29.2224	-27.4224	-25.2224	-22.7224	-20.1224	-17.6224	-14.2224	-10.1224	-5.9224	-2.5224	1.1776	4.6776	7.1776	8.1776	8.9776	9.5776	9.5776	9.6776	10.3776	11.4776	12.7776	14.8776	17.8776	20.7776	22.6776	23.0776	21.6776	18.8776	16.0776	13.8776	12.3776	11.0776	9.4776	7.5776	5.5776	4.3776	4.1776	5.1776	7.3776	10.8776	14.6776	18.0776	21.1776	24.1776	26.9776	29.8776	32.7776	35.6776	38.2776	40.8776	44.1776	48.4776	53.1776	57.6776	61.3776	63.0776	60.4776	53.7776	45.8776	38.7776	33.6776	30.0776	28.6776	29.0776	29.4776	28.9776	27.9776	27.4776	27.2776	27.2776	26.7776	25.3776	23.1776	20.4776	18.4776	17.0776	15.6776	13.7776	12.2776	10.7776	8.5776	5.7776	2.8776	-0.1224	-3.4224	-6.7224	-9.5224	-11.8224	-13.2224	-13.2224	-12.0224	-9.9224	-7.0224	-3.2224	0.9776	4.4776	6.8776	8.5776	9.5776	10.3776	12.2776	16.0776	20.9776	25.4776	29.5776	33.2776	36.5776	39.0776	40.8776	42.1776	42.7776	42.1776	40.0776	36.4776	31.9776	27.4776	23.5776	20.1776	17.3776	14.9776	12.8776	10.9776	9.2776	7.8776	6.3776	4.3776	1.2776	-2.6224	-6.5224	-9.8224	-12.0224	-12.7224	-11.6224	-8.8224	-4.1224	2.4776	10.6776	20.0776	30.6776	41.8776	52.0776	59.3776	64.5776	69.3776	72.5776	72.6776	69.1776	62.5776	51.9776	38.3776	25.8776	17.7776	16.4776	20.5776	26.0776	28.5776	28.5776	27.8776	29.6776	36.6776	49.0776	64.6776	83.7776	105.1776	128.9776	152.5776	171.7776	181.2776	180.1776	168.5776	145.1776	120.6776	100.4776	84.5776	70.3776	54.5776	36.4776	18.0776	2.9776
-20.0952	-20.6952	-21.8952	-23.8952	-26.2952	-28.5952	-30.1952	-31.0952	-30.6952	-29.1952	-27.0952	-24.5952	-21.8952	-19.1952	-16.3952	-12.9952	-8.8952	-4.6952	-0.2952	4.2048	7.7048	10.0048	11.7048	12.8048	13.0048	12.8048	12.9048	13.7048	15.0048	17.2048	19.9048	22.8048	24.8048	25.5048	24.7048	22.1048	18.1048	13.1048	8.7048	5.9048	4.7048	4.2048	4.0048	5.2048	7.1048	9.5048	12.1048	15.2048	18.5048	21.8048	25.6048	30.4048	36.0048	41.6048	46.1048	49.0048	50.9048	52.5048	54.9048	58.6048	62.8048	66.0048	67.2048	66.0048	61.1048	53.7048	46.5048	41.2048	38.2048	35.9048	34.3048	33.0048	32.1048	31.6048	31.8048	32.3048	32.3048	31.7048	30.2048	27.8048	24.8048	22.2048	20.5048	19.7048	19.3048	18.8048	17.3048	14.2048	9.7048	5.2048	1.5048	-0.9952	-2.9952	-4.9952	-7.1952	-9.7952	-12.2952	-13.9952	-14.0952	-12.2952	-8.3952	-2.3952	4.2048	9.7048	12.6048	13.7048	12.9048	10.9048	9.6048	10.2048	12.0048	13.6048	15.6048	17.6048	18.1048	17.5048	16.6048	15.7048	15.3048	16.6048	20.2048	25.5048	30.7048	35.0048	37.2048	37.7048	38.0048	40.2048	44.1048	48.6048	51.9048	52.6048	49.6048	42.7048	34.9048	29.2048	27.5048	30.9048	37.4048	43.6048	45.8048	45.0048	41.5048	37.1048	33.4048	30.9048	28.2048	25.2048	23.0048	21.2048	18.0048	12.6048	5.9048	-0.1952	-3.4952	-2.0952	4.1048	15.3048	28.9048	42.6048	56.1048	71.4048	90.5048	112.0048	135.0048	157.7048	176.0048	186.9048	192.1048	189.8048	173.2048	147.4048	119.8048	95.5048	75.5048	61.8048	53.7048	47.0048	38.5048	28.4048	20.0048	15.3048	14.3048	16.5048	22.1048	30.8048	41.7048	53.0048	63.3048	71.3048	76.9048	79.8048	80.4048
-31.364	-32.264	-31.664	-30.064	-27.464	-24.764	-22.064	-19.264	-15.964	-12.164	-7.164	-1.964	3.336	8.036	11.336	13.236	14.136	14.436	14.536	14.836	15.636	16.636	17.336	17.536	16.936	15.936	14.736	14.336	14.736	15.436	15.436	14.036	11.436	8.036	4.636	2.236	1.736	3.336	6.436	10.236	14.636	19.636	24.036	27.436	30.236	33.136	35.836	38.236	40.336	42.436	44.736	47.036	49.936	54.236	59.336	65.036	70.536	74.436	74.136	68.536	60.436	51.836	45.236	41.036	39.036	37.736	35.636	32.936	30.236	27.936	26.036	24.436	22.536	19.736	16.236	12.736	10.236	8.536	7.636	7.236	6.536	4.936	2.636	0.536	-0.964	-2.664	-4.664	-6.764	-8.864	-11.264	-13.964	-16.264	-17.564	-17.564	-15.064	-9.464	-1.064	9.336	20.036	29.036	32.336	30.836	27.636	26.136	27.536	29.836	32.536	35.036	36.336	35.736	34.236	32.636	30.736	28.936	27.436	24.836	21.436	18.536	17.736	18.936	21.436	25.036	29.536	33.936	36.536	35.736	31.436	24.336	17.036	11.136	6.136	0.936	-4.964	-9.564	-11.264	-9.264	-3.664	4.836	15.736	27.336	38.236	46.936	53.236	57.836	62.136	66.436	69.836	71.236	70.936	67.436	59.436	47.836	35.036	22.236	9.336	-4.064	-17.664	-29.264	-36.264	-37.364	-32.864	-24.164	-12.764	-0.264	11.836	24.036	36.236	47.736	57.936	65.336	71.036	76.136	82.036	88.736	95.736	102.336	107.336	109.636	107.236	97.736	82.136	65.636	52.936	45.836	42.936	41.636	39.636	36.336	32.336	28.536	26.236	26.336	28.736
