nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
28,48,217,8,4,43,145.567,3,4,48,182.4,7,5,48,180.9,7,2
29,42,226,8,4,37,107.177,3,2,42,184.4,7,5,42,180.9,7,2
30,36,228,8,4,34,140.769,5,9,37,173.1,8,5,36,180.9,7,2
31,30,193,8,4,28,155.316,5,10,31,146.9,9,3,30,180.9,7,2
32,25,244,9,3,23,147.157,5,9,24,175.9,7,4,24,180.9,7,2
33,18,214,8,3,17,119.707,5,9,17,170.1,7,4,18,180.9,7,2
34,12,193,8,3,11,110.158,4,5,11,162.9,7,4,12,180.9,7,2
35,6,203,nan,3,5,121.678,5,7,5,160.7,nan,4,6,180.9,nan,2
36,0,185,nan,2,0,139.07,nan,11,0,160.5,nan,3,0,180.9,nan,2
55,nan,nan,nan,nan,56,80.1416,1,1,nan,nan,nan,nan,60,86,1,nan
56,55,96,2,2,nan,nan,nan,nan,56,85.9,2,2,55,86,2,1
57,nan,nan,nan,nan,44,94.6168,2,3,49,90,2,3,49,86,2,1
58,45,101,2,2,nan,nan,nan,nan,nan,nan,nan,nan,43,86,2,1
59,37,87,1,1,nan,nan,nan,nan,nan,nan,nan,nan,37,86,2,1
60,31,88,1,2,31,84.8992,2,2,nan,nan,nan,nan,31,86,2,1
61,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,25,86,2,1
62,19,83,1,1,nan,nan,nan,nan,nan,nan,nan,nan,19,86,2,1
63,12,90,1,2,nan,nan,nan,nan,nan,nan,nan,nan,13,86,2,1
64,6,98,2,2,nan,nan,nan,nan,nan,nan,nan,nan,7,86,2,1
65,0,92,nan,2,1,82.1904,1,2,nan,nan,nan,nan,1,86,nan,1
73,58,101,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,60,110,3,nan
74,58,115,7,nan,60,97.1976,3,nan,58,90.4,3,2,55,112.8,4,nan
75,53,141,4,6,54,113.834,6,nan,54,107.2,7,3,49,112.8,4,7
76,44,125,4,8,50,108.309,9,4,44,94.9,4,6,43,112.8,4,7
77,40,127,8,4,42,142.606,8,6,40,100.3,7,3,37,112.8,4,7
78,34,120,7,4,36,138.003,8,7,32,90.2,3,4,31,112.8,4,7
79,25,125,5,5,30,123.074,8,5,25,86.3,2,3,25,112.8,4,7
80,20,120,6,5,24,121.799,8,5,19,89.8,3,4,19,112.8,4,7
81,14,124,6,6,18,114.81,8,5,13,91.8,4,4,13,112.8,4,7
82,9,122,7,5,12,120.641,8,5,10,93.8,7,3,7,112.8,4,7
83,4,124,nan,4,6,123.506,nan,5,4,97.6,nan,4,1,112.8,nan,7
83,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,60,81.5,1,nan
84,0,92,nan,1,0,108.33,nan,4,0,91.2,nan,2,0,98.2,nan,2
84,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,56,83.5,3,4
85,47,80,0,0,nan,nan,nan,nan,nan,nan,nan,nan,50,83.5,3,4
86,40,82,1,1,nan,nan,nan,nan,nan,nan,nan,nan,44,83.5,3,4
87,nan,nan,nan,nan,41,84.9304,3,3,nan,nan,nan,nan,38,83.5,3,4
88,nan,nan,nan,nan,34,90.8544,4,4,nan,nan,nan,nan,32,83.5,3,4
89,26,86,2,2,27,88.5624,3,4,nan,nan,nan,nan,26,83.5,3,4
90,20,85,2,2,21,101.009,6,7,nan,nan,nan,nan,20,83.5,3,4
91,10,86,2,2,15,107.903,7,8,nan,nan,nan,nan,14,83.5,3,4
92,10,92,8,2,8,103.615,5,7,nan,nan,nan,nan,8,83.5,3,4
93,4,87,3,2,2,97.5408,nan,7,nan,nan,nan,nan,2,83.5,nan,4
96,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,60,92,3,nan
97,60,109,5,nan,nan,nan,nan,nan,nan,nan,nan,nan,57,108.4,6,nan
98,53,103,5,7,54,100.64,4,6,53,84.2,2,2,51,108.4,6,9
99,48,95,5,5,47,98.3992,4,5,47,81.6,1,2,45,108.4,6,9
100,40,106,3,8,nan,nan,nan,nan,43,89.4,4,4,39,108.4,6,9
101,58,120,4,nan,60,129.072,10,nan,nan,nan,nan,nan,60,123,6,nan
102,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,27,108.4,6,9
102,53,133,4,nan,59,158.557,14,nan,58,92.7,7,nan,59,151.3,11,nan
103,nan,nan,nan,nan,23,90.2944,3,4,22,84.1,2,2,21,108.4,6,9
103,47,135,4,13,53,152.294,12,nan,55,102,10,4,53,151.3,11,nan
104,16,104,5,4,16,98.0752,4,8,15,87.9,2,4,15,108.4,6,9
104,49,138,12,7,47,145.375,13,8,49,122,10,6,47,151.3,11,10
105,9,104,4,5,10,96.2576,5,12,10,93.1,3,3,9,108.4,6,9
105,42,158,11,8,41,146.158,17,11,43,124.7,10,7,41,151.3,11,10
106,3,107,nan,8,5,100.534,nan,8,4,93.6,3,5,3,108.4,nan,9
106,37,176,12,9,36,149.534,18,12,38,127.5,11,7,35,151.3,11,10
107,30,170,11,9,30,163.001,15,12,30,127.5,10,8,29,151.3,11,10
