nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
28,48,217,8,5,43,145.567,4,12,48,182.4,8,9,48,180.9,7,2
29,42,226,9,4,37,107.177,4,10,42,184.4,8,7,42,180.9,7,2
30,36,228,8,4,34,140.769,6,10,37,173.1,9,6,36,180.9,7,2
31,30,193,9,4,28,155.316,6,12,31,146.9,9,4,30,180.9,7,2
32,25,244,9,3,23,147.157,6,13,24,175.9,8,4,24,180.9,7,2
33,18,214,9,3,17,119.707,6,13,17,170.1,7,5,18,180.9,7,2
34,12,193,9,4,11,110.158,5,12,11,162.9,7,7,12,180.9,7,2
35,6,203,nan,3,5,121.678,nan,13,5,160.7,nan,7,6,180.9,nan,2
36,0,185,nan,3,0,139.07,nan,14,0,160.5,nan,4,0,180.9,nan,2
37,11,60,0,0,nan,nan,nan,nan,nan,nan,nan,nan,12,60.6,1,1
38,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6,60.6,1,1
39,0,60,0,0,nan,nan,nan,nan,nan,nan,nan,nan,0,60.6,nan,1
51,60,84,2,nan,59,63.128,2,1,60,92.2,4,nan,60,73.8,3,nan
52,56,176,7,nan,nan,nan,nan,nan,55,160.7,7,nan,55,76.2,4,2
53,52,113,6,4,47,70.6912,3,3,49,145.7,6,8,49,76.2,4,2
54,47,69,2,2,42,73.592,4,3,44,64.4,2,1,43,76.2,4,2
55,nan,nan,nan,nan,56,80.1416,4,nan,60,71.9,2,nan,60,86,3,nan
56,55,96,3,3,nan,nan,nan,nan,56,85.9,3,3,55,86,4,nan
57,48,69,1,2,44,94.6168,4,11,49,90,4,5,49,86,4,7
58,45,101,3,4,nan,nan,nan,nan,43,71.7,3,2,43,86,4,7
59,37,87,2,2,nan,nan,nan,nan,nan,nan,nan,nan,37,86,4,7
60,31,88,2,3,31,84.8992,4,7,nan,nan,nan,nan,31,86,4,7
61,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,25,86,4,7
62,19,83,3,3,20,73.144,3,2,19,64,2,1,19,86,4,7
63,12,90,2,8,13,76.6768,3,4,12,70.4,2,2,13,86,4,7
64,6,98,3,8,7,77.1064,3,7,6,71.3,2,3,7,86,4,7
65,0,92,nan,8,1,82.1904,nan,7,0,71.3,nan,3,1,86,nan,7
66,0,74,nan,2,0,71.9144,nan,3,nan,nan,nan,nan,0,77.3,nan,2
66,58,68,2,2,60,60.1144,1,nan,nan,nan,nan,nan,60,62.8,2,nan
67,52,90,3,nan,58,86.1448,5,nan,57,75.6,5,3,58,66,6,2
68,nan,nan,nan,nan,50,76.8008,4,4,nan,nan,nan,nan,52,66,6,2
69,45,63,2,2,43,75.6472,5,5,nan,nan,nan,nan,46,66,6,2
70,36,69,1,2,36,80.5296,5,6,34,66.4,2,3,40,66,6,2
71,31,64,3,1,30,68.5672,4,5,28,61.9,1,1,34,66,6,2
72,23,67,2,4,25,69.172,4,5,nan,nan,nan,nan,28,66,6,2
73,18,71,3,6,19,74.2304,5,6,18,60.8,1,2,22,66,6,2
73,58,101,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,60,110,3,nan
74,14,69,3,3,13,77.5976,5,6,12,62.6,2,2,16,66,6,2
74,58,115,8,nan,60,97.1976,6,nan,58,90.4,6,nan,55,112.8,4,nan
75,7,72,4,4,7,76.9344,5,7,6,63.9,2,2,10,66,6,2
75,53,141,9,nan,54,113.834,8,nan,54,107.2,9,5,49,112.8,4,8
76,1,66,nan,4,1,69.7088,nan,4,0,63.9,nan,2,4,66,nan,2
76,44,125,5,9,50,108.309,11,5,44,94.9,5,9,43,112.8,4,8
77,40,127,9,5,42,142.606,10,8,40,100.3,8,5,37,112.8,4,8
78,34,120,8,7,36,138.003,10,9,32,90.2,5,7,31,112.8,4,8
79,25,125,6,8,30,123.074,10,7,25,86.3,4,7,25,112.8,4,8
80,20,120,7,7,24,121.799,10,6,19,89.8,5,8,19,112.8,4,8
81,14,124,7,7,18,114.81,9,6,13,91.8,5,8,13,112.8,4,8
82,9,122,8,7,12,120.641,9,7,10,93.8,8,5,7,112.8,4,8
82,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,60,68.3,5,nan
83,4,124,nan,6,6,123.506,nan,7,4,97.6,nan,6,1,112.8,nan,8
83,59,61,2,1,60,72.7064,4,nan,nan,nan,nan,nan,60,81.5,11,nan
84,0,92,nan,3,0,108.33,nan,5,0,91.2,nan,4,0,98.2,nan,3
84,54,73,7,nan,60,72.0304,5,nan,60,64.7,6,nan,56,83.5,13,nan
85,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,18,61.2,2,2
85,47,80,6,7,52,61.6424,2,2,53,70.5,7,4,50,83.5,13,7
86,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,12,61.2,2,2
86,40,82,5,8,46,78.104,6,6,44,66.2,6,6,44,83.5,13,7
87,6,61,1,1,nan,nan,nan,nan,nan,nan,nan,nan,6,61.2,2,2
87,39,76,10,3,41,84.9304,8,14,39,64.6,3,3,38,83.5,13,7
88,0,61,nan,1,nan,nan,nan,nan,nan,nan,nan,nan,0,61.2,nan,2
88,30,79,10,6,34,90.8544,8,17,32,73.3,8,6,32,83.5,13,7
89,26,86,11,5,27,88.5624,7,10,26,73.5,6,5,26,83.5,13,7
90,20,85,10,6,21,101.009,12,39,21,73.6,5,4,20,83.5,13,7
91,10,86,7,8,15,107.903,13,41,15,77.6,10,4,14,83.5,13,7
92,10,92,nan,4,8,103.615,nan,41,9,79.4,nan,6,8,83.5,nan,7
93,4,87,nan,4,2,97.5408,nan,39,3,79.5,nan,6,2,83.5,nan,7
94,0,72,nan,1,0,83.6248,nan,8,0,69.7,nan,3,0,77.8,nan,3
95,14,71,5,5,nan,nan,nan,nan,nan,nan,nan,nan,16,74.2,5,5
95,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,60,66,2,nan
96,9,71,5,4,nan,nan,nan,nan,nan,nan,nan,nan,10,74.2,5,5
96,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,60,92,8,nan
97,4,68,4,3,nan,nan,nan,nan,nan,nan,nan,nan,4,74.2,nan,5
97,60,109,7,nan,60,78.608,4,nan,60,77.5,4,nan,57,108.4,11,nan
98,0,69,nan,4,8,61.04,2,2,nan,nan,nan,nan,0,71,nan,3
98,53,103,8,nan,54,100.64,8,nan,53,84.2,6,nan,51,108.4,11,nan
99,48,95,8,7,47,98.3992,7,nan,47,81.6,5,9,45,108.4,11,14
100,40,106,5,11,nan,nan,nan,nan,43,89.4,8,9,39,108.4,11,14
101,58,120,6,nan,60,129.072,34,nan,nan,nan,nan,nan,60,123,9,nan
102,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,27,108.4,11,14
102,53,133,6,nan,59,158.557,40,nan,58,92.7,9,nan,59,151.3,14,nan
103,nan,nan,nan,nan,23,90.2944,9,10,22,84.1,5,11,21,108.4,11,14
103,47,135,6,nan,53,152.294,18,nan,55,102,12,nan,53,151.3,14,nan
104,16,104,7,8,16,98.0752,10,43,15,87.9,5,12,15,108.4,11,14
104,49,138,14,11,47,145.375,41,12,49,122,12,9,47,151.3,14,13
105,9,104,6,9,10,96.2576,nan,46,10,93.1,6,11,9,108.4,nan,14
105,42,158,13,10,41,146.158,nan,15,43,124.7,12,9,41,151.3,14,13
106,3,107,nan,9,5,100.534,nan,47,4,93.6,nan,10,3,108.4,nan,14
106,37,176,13,10,36,149.534,nan,16,38,127.5,12,9,35,151.3,14,13
107,30,170,13,11,30,163.001,nan,15,30,127.5,11,10,29,151.3,14,13
108,25,153,15,11,25,158.202,nan,13,24,128.8,13,11,23,151.3,14,13
109,19,152,15,9,19,152.343,nan,12,17,127.7,11,10,17,151.3,14,13
110,11,155,nan,11,13,136.022,nan,12,11,123,11,9,11,151.3,nan,13
111,6,156,nan,11,7,125.968,nan,12,5,126.1,nan,10,5,151.3,nan,13
112,2,154,nan,10,1,132.336,nan,14,0,124.5,nan,9,0,150.5,nan,12
112,57,76,8,nan,56,76.536,8,nan,nan,nan,nan,nan,58,66.2,3,nan
113,0,83,nan,5,0,86.3264,nan,6,0,80,nan,3,0,91.4,nan,6
113,nan,nan,nan,nan,49,61.1264,3,2,nan,nan,nan,nan,52,66.2,3,3
114,16,72,4,3,nan,nan,nan,nan,16,61.5,2,1,14,71.4,3,7
114,nan,nan,nan,nan,43,61.2504,4,2,nan,nan,nan,nan,46,66.2,3,3
115,10,72,4,2,nan,nan,nan,nan,10,63.2,2,2,8,71.4,3,7
115,40,62,2,1,38,66.836,8,4,nan,nan,nan,nan,40,66.2,3,3
