nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
28,48,217,9,5,43,145.567,4,13,48,182.4,9,12,48,180.9,7,3
29,42,226,9,4,37,107.177,5,17,42,184.4,9,8,42,180.9,7,3
30,36,228,9,4,34,140.769,6,12,37,173.1,9,8,36,180.9,7,3
31,30,193,9,4,28,155.316,6,14,31,146.9,10,5,30,180.9,7,3
32,25,244,9,3,23,147.157,7,14,24,175.9,8,5,24,180.9,7,3
33,18,214,9,4,17,119.707,6,14,17,170.1,8,7,18,180.9,7,3
34,12,193,9,4,11,110.158,6,14,11,162.9,8,8,12,180.9,7,3
35,6,203,nan,3,5,121.678,nan,14,5,160.7,nan,9,6,180.9,nan,3
36,0,185,nan,3,0,139.07,nan,30,0,160.5,nan,7,0,180.9,nan,3
37,11,60,2,2,nan,nan,nan,nan,nan,nan,nan,nan,12,60.6,3,2
37,nan,nan,nan,nan,nan,nan,nan,nan,58,60.9,3,nan,56,54.6,2,3
38,5,56,1,2,nan,nan,nan,nan,6,52.3,3,2,6,60.6,3,2
38,nan,nan,nan,nan,nan,nan,nan,nan,51,60.5,4,4,50,54.6,2,3
39,0,60,nan,2,5,50.0168,1,1,nan,nan,nan,nan,0,60.6,nan,2
39,nan,nan,nan,nan,45,63.9168,3,5,44,58.9,3,5,44,54.6,2,3
40,nan,nan,nan,nan,nan,nan,nan,nan,39,56.2,3,3,38,54.6,2,3
41,59,87,3,nan,nan,nan,nan,nan,57,63,3,3,58,54.7,2,2
42,53,74,4,3,nan,nan,nan,nan,51,61.7,2,2,52,54.7,2,2
43,47,80,3,5,nan,nan,nan,nan,46,73.5,2,4,46,54.7,2,2
44,nan,nan,nan,nan,nan,nan,nan,nan,41,52.9,1,2,40,54.7,2,2
45,35,56,2,2,nan,nan,nan,nan,nan,nan,nan,nan,34,54.7,2,2
46,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,28,54.7,2,2
47,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,22,54.7,2,2
48,16,55,1,2,nan,nan,nan,nan,nan,nan,nan,nan,16,54.7,2,2
49,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,10,54.7,2,2
50,4,55,2,1,nan,nan,nan,nan,4,52.3,1,1,4,54.7,2,2
51,60,84,4,nan,59,63.128,3,nan,60,92.2,5,nan,60,73.8,4,nan
52,56,176,8,nan,53,57.664,3,2,55,160.7,7,nan,55,76.2,5,4
53,52,113,7,5,47,70.6912,5,4,49,145.7,6,8,49,76.2,5,4
54,47,69,2,3,42,73.592,5,4,44,64.4,3,4,43,76.2,5,4
55,nan,nan,nan,nan,56,80.1416,4,nan,60,71.9,3,nan,60,86,3,nan
56,55,96,4,4,nan,nan,nan,nan,56,85.9,4,4,55,86,4,nan
57,48,69,2,3,44,94.6168,4,11,49,90,4,6,49,86,4,8
58,45,101,3,7,nan,nan,nan,nan,43,71.7,4,3,43,86,4,8
59,37,87,3,3,nan,nan,nan,nan,nan,nan,nan,nan,37,86,4,8
60,31,88,2,4,31,84.8992,4,8,nan,nan,nan,nan,31,86,4,8
61,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,25,86,4,8
61,54,51,1,1,nan,nan,nan,nan,nan,nan,nan,nan,55,59.3,4,3
62,19,83,3,5,20,73.144,4,6,19,64,3,3,19,86,4,8
62,53,50,0,0,nan,nan,nan,nan,nan,nan,nan,nan,49,59.3,4,3
63,12,90,3,9,13,76.6768,4,8,12,70.4,3,5,13,86,4,8
63,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,43,59.3,4,3
64,6,98,3,9,7,77.1064,4,8,6,71.3,3,8,7,86,4,8
64,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,37,59.3,4,3
65,0,92,nan,9,1,82.1904,nan,9,0,71.3,nan,8,1,86,nan,8
65,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,31,59.3,4,3
66,0,74,nan,3,0,71.9144,nan,4,0,53.9,nan,2,0,77.3,nan,3
66,58,68,3,nan,60,60.1144,4,nan,60,58.5,2,nan,60,62.8,9,nan
67,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,19,59.3,4,3
67,52,90,4,nan,58,86.1448,6,nan,57,75.6,6,nan,58,66,13,nan
68,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,13,59.3,4,3
68,47,58,4,7,50,76.8008,5,5,48,51.6,3,4,52,66,13,4
69,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,7,59.3,4,3
69,45,63,7,3,43,75.6472,6,7,41,53.9,3,7,46,66,13,4
70,0,54,nan,1,nan,nan,nan,nan,nan,nan,nan,nan,1,59.3,nan,3
70,36,69,2,3,36,80.5296,6,9,34,66.4,3,9,40,66,13,4
71,31,64,9,3,30,68.5672,6,8,28,61.9,3,9,34,66,13,4
72,23,67,5,7,25,69.172,6,7,22,58.3,3,5,28,66,13,4
73,18,71,5,7,19,74.2304,7,9,18,60.8,5,5,22,66,13,4
73,58,101,3,nan,60,50.8304,1,nan,nan,nan,nan,nan,60,110,4,nan
74,14,69,7,4,13,77.5976,8,13,12,62.6,5,5,16,66,13,4
74,58,115,9,nan,60,97.1976,6,nan,58,90.4,7,nan,55,112.8,5,nan
75,7,72,nan,6,7,76.9344,nan,14,6,63.9,5,6,10,66,nan,4
75,53,141,9,nan,54,113.834,9,nan,54,107.2,10,nan,49,112.8,5,9
76,1,66,nan,6,1,69.7088,nan,8,0,63.9,nan,6,4,66,nan,4
76,44,125,5,9,50,108.309,12,6,44,94.9,5,11,43,112.8,5,9
77,0,58,nan,1,0,59.1064,nan,7,nan,nan,nan,nan,0,58.6,nan,2
77,40,127,9,6,42,142.606,10,9,40,100.3,8,7,37,112.8,5,9
78,34,120,8,7,36,138.003,10,9,32,90.2,6,8,31,112.8,5,9
79,25,125,6,8,30,123.074,10,8,25,86.3,5,8,25,112.8,5,9
80,20,120,7,8,24,121.799,10,7,19,89.8,5,9,19,112.8,5,9
81,14,124,7,7,18,114.81,10,7,13,91.8,5,9,13,112.8,5,9
81,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,60,51.9,1,nan
82,9,122,8,7,12,120.641,10,8,10,93.8,8,6,7,112.8,5,9
82,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,60,68.3,7,nan
83,4,124,nan,6,6,123.506,nan,8,4,97.6,nan,7,1,112.8,nan,9
83,59,61,5,nan,60,72.7064,7,nan,60,55.9,3,nan,60,81.5,13,nan
84,0,92,nan,4,0,108.33,nan,6,0,91.2,nan,5,0,98.2,nan,4
84,54,73,9,nan,60,72.0304,9,nan,60,64.7,11,nan,56,83.5,15,nan
85,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,18,61.2,6,4
85,47,80,8,9,52,61.6424,5,5,53,70.5,11,7,50,83.5,15,8
86,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,12,61.2,6,4
86,40,82,7,9,46,78.104,9,9,44,66.2,9,8,44,83.5,15,8
87,6,61,5,3,nan,nan,nan,nan,nan,nan,nan,nan,6,61.2,6,4
87,39,76,13,4,41,84.9304,11,nan,39,64.6,10,6,38,83.5,15,8
88,0,61,nan,3,nan,nan,nan,nan,nan,nan,nan,nan,0,61.2,nan,4
88,30,79,11,8,34,90.8544,12,nan,32,73.3,10,8,32,83.5,15,8
89,26,86,13,6,27,88.5624,12,nan,26,73.5,11,8,26,83.5,15,8
90,20,85,12,8,21,101.009,14,nan,21,73.6,12,9,20,83.5,15,8
91,10,86,nan,10,15,107.903,15,nan,15,77.6,12,8,14,83.5,nan,8
92,10,92,nan,5,8,103.615,nan,46,9,79.4,nan,8,8,83.5,nan,8
93,4,87,nan,7,2,97.5408,nan,43,3,79.5,nan,8,2,83.5,nan,8
94,0,72,nan,5,0,83.6248,nan,38,0,69.7,nan,5,0,77.8,nan,4
94,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,60,52.8,2,nan
95,14,71,8,9,nan,nan,nan,nan,20,55.8,7,4,16,74.2,8,9
95,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,60,66,8,nan
96,9,71,7,8,nan,nan,nan,nan,11,57.2,4,6,10,74.2,8,9
96,60,58,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,60,92,14,nan
97,4,68,nan,8,nan,nan,nan,nan,5,56.4,4,7,4,74.2,nan,9
97,60,109,9,nan,60,78.608,6,nan,60,77.5,7,nan,57,108.4,17,nan
98,0,69,nan,7,8,61.04,nan,6,0,56,nan,6,0,71,nan,7
98,53,103,12,nan,54,100.64,13,nan,53,84.2,8,nan,51,108.4,17,nan
99,0,50,0,0,2,55.4992,nan,3,nan,nan,nan,nan,0,51.7,nan,1
99,48,95,9,9,47,98.3992,10,nan,47,81.6,8,11,45,108.4,17,nan
100,40,106,9,12,nan,nan,nan,nan,43,89.4,10,14,39,108.4,17,nan
101,24,59,3,21,nan,nan,nan,nan,nan,nan,nan,nan,18,52.8,2,nan
101,58,120,9,nan,60,129.072,38,nan,nan,nan,nan,nan,60,123,44,nan
102,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,27,108.4,17,nan
102,53,133,11,nan,59,158.557,48,nan,58,92.7,12,nan,59,151.3,49,nan
103,nan,nan,nan,nan,23,90.2944,12,nan,22,84.1,8,17,21,108.4,17,nan
103,47,135,11,nan,53,152.294,42,nan,55,102,13,nan,53,151.3,49,nan
104,16,104,14,8,16,98.0752,nan,nan,15,87.9,10,13,15,108.4,nan,nan
104,49,138,14,nan,47,145.375,nan,nan,49,122,13,11,47,151.3,nan,nan
105,9,104,nan,13,10,96.2576,nan,nan,10,93.1,nan,12,9,108.4,nan,48
105,42,158,14,11,41,146.158,nan,nan,43,124.7,13,12,41,151.3,nan,16
106,3,107,nan,11,5,100.534,nan,48,4,93.6,nan,13,3,108.4,nan,48
106,37,176,14,11,36,149.534,nan,17,38,127.5,13,11,35,151.3,nan,16
107,30,170,14,11,30,163.001,nan,16,30,127.5,12,11,29,151.3,nan,16
108,25,153,16,11,25,158.202,nan,14,24,128.8,15,13,23,151.3,nan,16
109,19,152,nan,10,19,152.343,nan,13,17,127.7,13,11,17,151.3,nan,16
110,11,155,nan,12,13,136.022,nan,14,11,123,nan,11,11,151.3,nan,16
111,6,156,nan,12,7,125.968,nan,14,5,126.1,nan,12,5,151.3,nan,16
111,60,73,6,nan,59,71.268,8,nan,nan,nan,nan,nan,60,56,5,nan
112,2,154,nan,11,1,132.336,nan,16,0,124.5,nan,11,0,150.5,nan,15
112,57,76,10,nan,56,76.536,12,nan,nan,nan,nan,nan,58,66.2,9,nan
113,0,83,nan,6,0,86.3264,nan,8,0,80,nan,5,0,91.4,nan,9
113,53,58,5,3,49,61.1264,7,6,59,51.1,2,1,52,66.2,9,6
114,16,72,5,7,nan,nan,nan,nan,16,61.5,4,6,14,71.4,4,8
114,48,58,9,3,43,61.2504,9,6,53,55.9,2,2,46,66.2,9,6
115,10,72,6,4,nan,nan,nan,nan,10,63.2,5,4,8,71.4,4,8
115,40,62,8,4,38,66.836,11,14,48,58.9,3,2,40,66.2,9,6
116,3,79,nan,5,nan,nan,nan,nan,4,63.8,nan,6,2,71.4,nan,8
116,34,67,10,5,34,74.432,14,12,37,52.1,5,2,34,66.2,9,6
117,nan,nan,nan,nan,nan,nan,nan,nan,0,55.2,nan,4,0,69.1,nan,4
118,22,69,7,8,21,70.7616,10,12,25,52.7,5,2,22,66.2,9,6
119,19,64,11,5,13,62.3496,5,9,16,50,1,1,16,66.2,9,6
120,10,68,8,7,7,62.1696,5,8,10,50.4,1,1,10,66.2,9,6
121,9,64,nan,3,1,58.6608,nan,6,4,51.3,2,1,4,66.2,nan,6
122,3,64,nan,4,0,55.8792,nan,3,nan,nan,nan,nan,0,60.3,nan,4
129,nan,nan,nan,nan,60,70.2504,7,nan,60,61.2,3,nan,60,66.8,6,nan
130,nan,nan,nan,nan,53,68.8312,6,5,56,58.1,4,3,54,66.8,6,4
131,44,51,1,1,46,66.0592,4,5,47,53.8,4,6,48,66.8,6,4
132,38,64,5,5,41,64.5384,5,3,42,59.3,7,3,42,66.8,6,4
133,34,70,5,5,35,68.2296,5,8,36,60.3,4,2,36,66.8,6,4
134,nan,nan,nan,nan,30,66.9104,6,8,30,57.2,4,3,30,66.8,6,4
135,24,70,6,5,24,69.9232,5,10,24,55.3,4,3,24,66.8,6,4
136,17,76,5,4,18,64.844,4,6,19,65.4,5,7,18,66.8,6,4
137,13,72,7,3,13,67.1856,6,5,13,62.9,5,4,12,66.8,6,4
138,7,66,6,3,7,71.2792,6,7,7,63.1,5,5,6,66.8,6,4
139,0,65,nan,5,1,68.4776,nan,6,1,63,nan,5,0,66.8,nan,4
140,20,54,2,2,nan,nan,nan,nan,nan,nan,nan,nan,20,51.2,1,2
140,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,60,64.3,4,nan
141,14,52,2,2,nan,nan,nan,nan,15,51.1,1,1,14,51.2,1,2
141,60,86,6,nan,57,81.4688,6,nan,60,73.1,4,nan,60,103.7,10,nan
142,9,52,3,1,nan,nan,nan,nan,nan,nan,nan,nan,8,51.2,1,2
142,54,124,8,nan,54,91.5304,7,nan,56,98.6,7,nan,54,103.7,10,6
143,2,50,0,0,nan,nan,nan,nan,nan,nan,nan,nan,2,51.2,1,2
143,48,126,11,9,47,94.316,9,11,49,110.8,10,10,48,103.7,10,6
144,41,122,10,7,40,89.1872,9,11,42,114.3,12,10,42,103.7,10,6
145,nan,nan,nan,nan,nan,nan,nan,nan,37,105.8,11,nan,36,103.7,10,6
146,nan,nan,nan,nan,nan,nan,nan,nan,30,100.2,11,nan,30,103.7,10,6
146,56,112,14,nan,59,126.41,37,nan,nan,nan,nan,nan,60,78.7,18,nan
147,nan,nan,nan,nan,nan,nan,nan,nan,25,96.9,12,nan,24,103.7,10,6
147,49,108,13,nan,53,120.405,37,nan,60,74.1,47,nan,56,82.3,20,nan
148,nan,nan,nan,nan,nan,nan,nan,nan,18,94.6,12,nan,18,103.7,10,6
