2.000000000000000000e+00 8.030065826502803539e-01 1.081754019470767325e+00 3.911669654854676992e-09 1.638089902878002135e+01
3.000000000000000000e+00 1.362191671784427172e+01 -5.594975317770437329e+00 7.333627414522942730e-08 1.378505818282988002e+02
4.000000000000000000e+00 -4.599284878528519194e+00 3.091142758816920910e+00 1.175027988997571216e+00 5.264489205147405926e+01
5.000000000000000000e+00 -5.720015274067233868e+00 3.560156483316707643e+00 1.338388466687079559e+00 6.532680827247882860e+01
6.000000000000000000e+00 1.053030381474712840e+00 -1.752506644596295293e-02 1.534486137423823449e+00 7.045292290155394710e+00
7.000000000000000000e+00 1.701039158975858612e-01 4.129608477601801053e-01 1.503878443242852470e+00 1.156996318803889778e+01
8.000000000000000000e+00 1.233231870481703712e-01 4.342017078139266406e-01 1.409663571443894758e+00 1.197963912275102061e+01
9.000000000000000000e+00 3.780714736645202079e-01 3.178509154053423824e-01 1.608066756989096957e+00 9.867295212253367254e+00
1.000000000000000000e+01 4.306878777255689905e-01 2.940693721274127981e-01 1.551347852849359832e+00 9.467462793282781064e+00
1.100000000000000000e+01 -4.149795061034476651e-02 3.983735153736110424e-01 2.626477582722472892e+00 1.538080636621139341e+01
1.200000000000000000e+01 -6.551449240384606965e-01 3.958352661550010865e-01 3.870789408538042764e+00 2.652662038164975300e+01
1.300000000000000000e+01 -6.864339686872784618e-01 3.947160123722309732e-01 3.724635098237073727e+00 2.712604865034264279e+01
1.400000000000000000e+01 -5.257211284890175307e-01 3.893072563866784019e-01 3.919096658065689187e+00 2.426136598926774113e+01
1.500000000000000000e+01 -3.890833497565438504e-01 3.602557248445735216e-01 4.519027223817294825e+00 2.229264354980659490e+01
1.600000000000000000e+01 -3.601805231853487665e-01 3.545343280767279115e-01 4.553287454321136352e+00 2.187051708214677959e+01
1.700000000000000000e+01 -3.274341426442831104e-01 3.453103389768731879e-01 4.631507826903977332e+00 2.144352787515715875e+01
1.800000000000000000e+01 -2.872622412970843864e-01 3.869099293599601586e-01 5.016168600949245437e+00 1.995588636588568221e+01
1.900000000000000000e+01 -2.347190564445949812e-01 4.907117478238305353e-01 5.774893646396844105e+00 1.715199786131643833e+01
2.000000000000000000e+01 -2.060031619822972893e-01 6.445450154267199361e-01 6.550028420313648070e+00 1.400418726529654734e+01
2.100000000000000000e+01 -1.955521048180705324e-01 7.353573031246267711e-01 6.690795125948740818e+00 1.235964636910464876e+01
