2.000000000000000000e+00 1.451814003968054934e+00 -5.192779330808412475e-01 1.870990473662459408e-09 7.601656425937802553e+00
3.000000000000000000e+00 1.796973249308051246e+00 -1.969639004334938770e-01 1.835050488227581177e-08 7.699802845362873960e+00
4.000000000000000000e+00 1.624194975665161467e+00 -2.631669589370391749e-02 7.261472497293784967e-01 7.405435497554169189e+00
5.000000000000000000e+00 -3.106946824135379485e-03 -7.905492114099825496e-02 1.020635261492404799e+00 1.029362533510963651e+01
6.000000000000000000e+00 1.877714568581088372e-01 -1.530321268439622379e-02 1.004701061541033003e+00 8.644892450693589581e+00
7.000000000000000000e+00 2.664827447609741107e-01 4.390618639951662100e-02 1.106564881379896503e+00 7.766705721042308497e+00
8.000000000000000000e+00 2.614376470736083369e-01 1.572911855179627283e-01 1.547706632273311733e+00 6.988496051649568663e+00
9.000000000000000000e+00 1.511812336751591768e-01 3.216988783768832127e-01 2.419951391595697832e+00 6.465049328611131685e+00
1.000000000000000000e+01 1.153215923067683890e-01 3.944335132580759073e-01 2.628606617617057051e+00 6.223322303616445339e+00
1.100000000000000000e+01 1.275757660859112852e-01 4.028414867821403789e-01 2.550068224829069141e+00 6.132471704211636343e+00
1.200000000000000000e+01 1.282859898781227859e-01 4.006448045549846904e-01 2.446991086115542835e+00 6.140444411416519088e+00
1.300000000000000000e+01 1.366135362535564335e-01 3.988857870141136464e-01 2.371625243204128708e+00 6.116487824956299946e+00
1.400000000000000000e+01 1.890748600513660616e-01 3.881043415669904739e-01 2.403424377116559985e+00 5.971148601949516355e+00
1.500000000000000000e+01 3.422190771530372322e-01 3.390320304993073575e-01 2.631298954152612612e+00 5.690653574804020565e+00
1.600000000000000000e+01 5.253254973099324987e-01 2.594401336569216454e-01 2.930486974478081930e+00 5.551103218041109066e+00
1.700000000000000000e+01 6.534180277418948357e-01 1.919340654557935566e-01 3.428524907158149837e+00 5.559654232007160246e+00
1.800000000000000000e+01 7.681779586376473734e-01 1.498654839635121527e-01 4.038290464027387117e+00 5.560042352144216160e+00
1.900000000000000000e+01 9.177080758978981567e-01 1.231895222618499264e-01 4.343208579247059831e+00 5.599642291202501454e+00
2.000000000000000000e+01 1.030432450703169245e+00 1.216920869317825865e-01 4.449715634557776411e+00 5.723588987683076112e+00
2.100000000000000000e+01 1.099339358451691728e+00 1.231448008482269041e-01 4.416237722990004499e+00 5.859671110352145718e+00
2.200000000000000000e+01 1.127049102031911110e+00 1.217671320401423618e-01 4.326256443910209804e+00 5.924960452688337043e+00
2.300000000000000000e+01 1.023618238428601446e+00 1.338905209694025433e-01 4.420658327203700999e+00 5.713234466246255749e+00
2.400000000000000000e+01 8.791911188917806985e-01 1.735893830403729687e-01 4.626279220351638521e+00 5.522609023796721139e+00
2.500000000000000000e+01 7.811585149902604552e-01 2.191437202171417076e-01 4.614730791386264741e+00 5.429010081599696669e+00
2.600000000000000000e+01 7.938888042584976157e-01 2.120206846214605922e-01 4.526696294922703423e+00 5.440707907195141857e+00
2.700000000000000000e+01 8.099543570014766658e-01 2.024959672346659800e-01 4.446228325606718990e+00 5.456719068417969609e+00
2.800000000000000000e+01 8.046268891038379500e-01 2.054525826128633659e-01 4.367029687834598661e+00 5.451554028071308622e+00
2.900000000000000000e+01 7.743031404289544284e-01 2.178355693829942263e-01 4.383537110353817212e+00 5.429053312901719330e+00
3.000000000000000000e+01 7.315450017219520262e-01 2.348205200045030971e-01 4.577560878256100807e+00 5.403968690794076046e+00
3.100000000000000000e+01 6.929886808120016006e-01 2.555651800148984742e-01 4.797555091018497642e+00 5.379029725611894186e+00
3.200000000000000000e+01 6.416821532190997157e-01 2.970658288757598298e-01 4.946665942979724839e+00 5.332193644409536581e+00
3.300000000000000000e+01 5.525552198367464918e-01 3.759599132404288224e-01 5.125081533065788619e+00 5.265665437938291227e+00
3.400000000000000000e+01 4.891297793894324730e-01 4.333001584373196158e-01 5.133010870707452433e+00 5.237797117001139036e+00
3.500000000000000000e+01 4.816327499927670619e-01 4.405967916139987839e-01 5.062444001660161064e+00 5.235391260672283664e+00
3.600000000000000000e+01 4.818954899431011074e-01 4.428530963179148627e-01 5.004479663854268345e+00 5.234131102047387962e+00
3.700000000000000000e+01 4.847671735238753277e-01 4.420862281515086090e-01 4.972810541914570948e+00 5.233943867582293130e+00
3.800000000000000000e+01 4.703737035580312087e-01 4.504533249716101140e-01 4.965515905456593160e+00 5.232878449621398254e+00
3.900000000000000000e+01 4.573329658102804340e-01 4.581163116477389718e-01 4.927407963535878288e+00 5.232423676688866543e+00
4.000000000000000000e+01 4.619663213974367633e-01 4.549634743535502790e-01 4.867263016383470031e+00 5.232746728168391037e+00
4.100000000000000000e+01 4.969578127177512461e-01 4.283664762355976485e-01 4.876375092295586633e+00 5.238929834301999655e+00
4.200000000000000000e+01 5.390945719537091341e-01 3.951939077846829407e-01 5.071071881788033586e+00 5.252617001410123443e+00
4.300000000000000000e+01 5.181262746513016770e-01 4.121574093898214830e-01 5.252724793569009343e+00 5.244732655401943333e+00
4.400000000000000000e+01 4.794213245554440617e-01 4.476445936628492550e-01 5.363152975746717566e+00 5.232323407964732276e+00
4.500000000000000000e+01 4.718140975256904235e-01 4.579229929310242309e-01 5.331361793380997582e+00 5.229471073387237823e+00
4.600000000000000000e+01 4.711346138582090948e-01 4.638035585198485578e-01 5.301926897505544467e+00 5.227867835167795185e+00
4.700000000000000000e+01 4.649268601258948475e-01 4.718484650744615427e-01 5.256486801926940622e+00 5.226646061637260310e+00
4.800000000000000000e+01 4.446035676562435923e-01 4.922891366927829582e-01 5.225454381370578716e+00 5.225454381370578716e+00
