7.883586409946990337e+00 7.812747270022545543e+00 4.877615795970828394e+00 4.952503028262701612e+00 4.921257495800129611e+00 4.457543729855392378e+00 4.475275166091316592e+00 4.078147406875764602e+00 4.020311902871121390e+00 4.464065316453419641e+00 4.743476488893573872e+00 5.046624481900220616e+00 5.451940094086185518e+00 5.315784388716930486e+00 5.111845251312621130e+00 5.046216899975887848e+00 5.061666779122452553e+00 5.058623446353729847e+00 5.102434629406802813e+00 5.191308691662621655e+00 5.346956824620079374e+00 5.399004450980097403e+00 4.954115450255772934e+00 4.083278645888698932e+00 3.455230160072118473e+00 3.211591165997529362e+00 3.157706616637260044e+00 3.152598098260458670e+00 3.153364161240707286e+00 3.158737502127046515e+00 3.158878207184753428e+00 3.163015696343306704e+00 3.162937252346525785e+00 3.164656557855022978e+00 3.160865671680401334e+00 3.148886886688375686e+00 3.148462838004694397e+00 3.158548435945217392e+00 3.169521326676804307e+00 3.173671358401118692e+00 3.172889590992235664e+00 3.177787603392376425e+00 3.193248708838863692e+00 3.163197110240927756e+00 3.073385540066039034e+00 3.012317118270618543e+00 2.996382793529793531e+00
5.409198089333336235e+00 6.303336600194202610e+00 5.442251566929813045e+00 6.342324208276854947e+00 6.948621954424825553e+00 7.929889506610144245e+00 9.272732791637180227e+00 9.517219030391522949e+00 9.081718703543760540e+00 8.646704840484085608e+00 8.445022629116019530e+00 8.444401745490250022e+00 8.587549629991764633e+00 8.301318061126323755e+00 7.941993029542804727e+00 8.040145966529333776e+00 8.132965696922369148e+00 7.806372392929146642e+00 7.102689483091128686e+00 6.636668977240371525e+00 6.527482975538075216e+00 6.529082465202758812e+00 6.457993635628655582e+00 6.267869038569406470e+00 6.086168097084653006e+00 6.060422511560644487e+00 6.036525055258330497e+00 6.061759714915137209e+00 6.088300030987847222e+00 5.951758670145716579e+00 5.678684161503078975e+00 5.559572452198008996e+00 5.579834446873881859e+00 5.602218132123316430e+00 5.573489461523858601e+00 5.344448615238217570e+00 4.590901570552150091e+00 3.652360959751363989e+00 3.174008572786697346e+00 3.086088832299310525e+00 3.077152269991972222e+00 3.076830334684722335e+00 3.076383724248649365e+00 3.076572783189973403e+00 3.076465843658824362e+00 3.076315528878166727e+00 3.075951675677683017e+00
5.505558270301182056e+00 1.496043457869802751e+01 1.721324361478032117e+01 2.017953751279547348e+01 1.864099009169954257e+01 9.152579693755795276e+00 1.082494959983399951e+01 8.925677889103084794e+00 8.345549099219860878e+00 8.620088099133102588e+00 7.374990032979663823e+00 5.993394530893105809e+00 5.315115227483567573e+00 5.040009671053962137e+00 4.929474210754213992e+00 4.918948988080955154e+00 5.008030646906105332e+00 5.045240817457765203e+00 4.918739823519138632e+00 4.859722972925146323e+00 4.808007704882855116e+00 4.742818146949428382e+00 4.643753310982234872e+00 4.554840597684571613e+00 4.503326900590844062e+00 4.494162241433655502e+00 4.494396181935093715e+00 4.490547961563507329e+00 4.482001100972017760e+00 4.484255192038573590e+00 4.485409268394384696e+00 4.382884568456780983e+00 4.179150719718303542e+00 4.016914994286882035e+00 3.950468413368762644e+00 3.944987625862776959e+00 3.945919295160520424e+00 3.945747039841442039e+00 3.946127821126555357e+00 3.937422256776505147e+00 3.884173430937833515e+00 3.770062646171530307e+00 3.662379624874356310e+00 3.597719222224956326e+00 3.581105714088058445e+00 3.579298481790111452e+00 3.579294377580695130e+00
8.632238051356051045e+00 5.636224873165176952e+00 5.804047412094236691e+00 1.552454519983720971e+01 1.989273866850658123e+01 2.010243032582949851e+01 1.404896453496191633e+01 3.408445107707656074e+00 3.222602333681570563e+00 3.256093923495925857e+00 3.256253171770945087e+00 3.266198713657335162e+00 3.266511798445748127e+00 3.204751089474243475e+00 3.267703736948097237e+00 3.306174927062111024e+00 3.298746674892689690e+00 3.313460903104643140e+00 3.472271924179307856e+00 3.744285492051033781e+00 3.961507501778917639e+00 3.985099764879255435e+00 3.923491839601395359e+00 3.878707134351981889e+00 3.917607129190838311e+00 3.980171150133127167e+00 3.547537658190471177e+00 2.913381571245524437e+00 2.681967061579000333e+00 2.684509827949603356e+00 2.698915784316798572e+00 2.730661857327224329e+00 2.696492927814900131e+00 2.658072871651602664e+00 2.611662848733118381e+00 2.569871373591762875e+00 2.544729188266789510e+00 2.529087100500408081e+00 2.529043426166058151e+00 2.532877970721703065e+00 2.530679134468291291e+00 2.529210160340273905e+00 2.528972289846310062e+00 2.528462435004365627e+00 2.525678590328296114e+00 2.522628775122151001e+00 2.521680360726427317e+00
3.061597482195203224e+00 3.569410398543985785e+00 8.632829259235961672e+00 8.425779154365214296e+00 5.180887279204236862e+00 6.357430264160153222e+00 3.212153852236007801e+00 3.135196275646607411e+00 2.792698446934000156e+00 2.798283121811158125e+00 2.810303347836405230e+00 2.788910294416969027e+00 2.777714575469149239e+00 2.759555911807730411e+00 2.687301259396986275e+00 2.664090536515798746e+00 2.670132396876039760e+00 2.663835434007598924e+00 2.670245783332202638e+00 2.675136499037580773e+00 2.727466803387750716e+00 2.803469809426457626e+00 2.874497280456818959e+00 2.783879888945210546e+00 2.717419001846581583e+00 2.682086408589589244e+00 2.679447141398758170e+00 2.680020355707817714e+00 2.677248287099543322e+00 2.669206786756057159e+00 2.660457897167746832e+00 2.653870845828044445e+00 2.655972103092155034e+00 2.658043053217845397e+00 2.657490081958516992e+00 2.657673491775442098e+00 2.658220367649291926e+00 2.658432400409046270e+00 2.660338745728869636e+00 2.665017637261002825e+00 2.671036232454525372e+00 2.672756425255760959e+00 2.671971018738509951e+00 2.672210254474711277e+00 2.670168519612849956e+00 2.659769094527165034e+00 2.653762781259558334e+00
2.675433841818568581e+00 3.992905861402322287e+00 2.703577704736003451e+00 3.186836801364788307e+00 2.903167106904507300e+00 2.918655047495585908e+00 2.763082371826340644e+00 5.067671024466594787e+00 6.747259502111048413e+00 7.409059586906840522e+00 6.309756520853959216e+00 5.389230023165810124e+00 5.388820189770501479e+00 4.242759569074304515e+00 2.832910791304639631e+00 2.795533512394315689e+00 2.849638678762225208e+00 2.747040327281060179e+00 2.720859615579361179e+00 2.713164957345279849e+00 2.712080205365542618e+00 2.708458954613008451e+00 2.690257739785287150e+00 2.653490327633023504e+00 2.623429705957109448e+00 2.592308492248853291e+00 2.579906816369437195e+00 2.576902331200751739e+00 2.576640747628509587e+00 2.575072252235320214e+00 2.570530005142142027e+00 2.567889612852595427e+00 2.570222438694278466e+00 2.581903452708985469e+00 2.596421994365396113e+00 2.606298520602126967e+00 2.606635276233078002e+00 2.600043114977564240e+00 2.586985311212505412e+00 2.555173036399681852e+00 2.528390501320918027e+00 2.512622719863331522e+00 2.508346198525237547e+00 2.507329003206293372e+00 2.506711917462988826e+00 2.505859386737162353e+00 2.505242392051179490e+00
1.065087181412720341e+01 1.023218063981053838e+01 9.407935140838027621e+00 4.790733091081349038e+00 4.615110151762160662e+00 5.517241882671158670e+00 5.789560090568729223e+00 6.656593182999807290e+00 7.065641127381425690e+00 6.427671576013829657e+00 6.102014968506966675e+00 5.638055277886935279e+00 5.529580749383698368e+00 5.370913852385125864e+00 5.250146148298549420e+00 5.252749279693710527e+00 5.221312087362674603e+00 5.268820994327655605e+00 5.385973297292260042e+00 5.204454529484695335e+00 4.315516146511778395e+00 3.903093983825884461e+00 3.891143732296464819e+00 3.879890057996044472e+00 3.867814151615123652e+00 3.898551981331883631e+00 3.966471302809169153e+00 4.043025327739690589e+00 4.087193954114814787e+00 4.098248488627039166e+00 4.090473270545797568e+00 4.077418823466303799e+00 4.044295794280272638e+00 3.997962659765699200e+00 3.988895434972418386e+00 3.978544166569200957e+00 3.951575428520418765e+00 3.945225231362599061e+00 3.971306130469689055e+00 4.009075213974806040e+00 4.048842845087661679e+00 4.076875723344731028e+00 4.019454807962981491e+00 3.817786522914096370e+00 3.705717016665182939e+00 3.693241681838496770e+00 3.692416018007051104e+00
4.487978995325645037e+00 4.231539768571949622e+01 2.091755051015605815e+01 1.272876538388245571e+01 1.251529426954197710e+01 1.197929232707915048e+01 4.358003764383562739e+00 3.754363139582621134e+00 3.316673448316329154e+00 3.267622681178978805e+00 3.223481797240277835e+00 3.225313732554782042e+00 3.233517786288572893e+00 3.231058235439883131e+00 3.185095439401985917e+00 3.180617176858520523e+00 3.067846860832241784e+00 2.907749315396235712e+00 2.828302464070927336e+00 2.883656625846974464e+00 2.954518948242835563e+00 3.001720936003437590e+00 3.020701493727972586e+00 3.047555024906459131e+00 3.045119651959295126e+00 2.958058757385486626e+00 2.878767698268210662e+00 2.836051799989017130e+00 2.886074391685474083e+00 2.957526998207234303e+00 2.994540316742415165e+00 2.999429786815070109e+00 3.006962515477771714e+00 3.032491791555572025e+00 3.065948679300129598e+00 3.146794788462251802e+00 3.270666087805568889e+00 3.285018724666920686e+00 3.183723307123364155e+00 3.128559753378600927e+00 3.085061388604085408e+00 3.030814678497198322e+00 2.951761087548089524e+00 2.843827975860150126e+00 2.790998828703751933e+00 2.782266467654125108e+00 2.781730345191560705e+00
2.570531298787880115e+00 2.387453934656107446e+00 3.740359989046401878e+00 2.803751798556349595e+00 2.719493361359110573e+00 2.550881163268002183e+00 2.496253750372162905e+00 2.817067591455804099e+00 3.989574065248844281e+00 3.860527775323409738e+00 3.626116282992352780e+00 3.484497747265530521e+00 3.407929379805801240e+00 3.416031764363916867e+00 3.431139444082377032e+00 3.484694331484360585e+00 3.554184914068240442e+00 3.567240609587968070e+00 3.585641404087538842e+00 3.750476957847765469e+00 3.879229530776189261e+00 4.181976247502780630e+00 4.349659515673474530e+00 4.179795373413564441e+00 3.756454624682156407e+00 3.623024551326209153e+00 3.634317265858491020e+00 3.562761404465099702e+00 3.342856066760561795e+00 3.204478072221387031e+00 3.225520026900428050e+00 3.323415010158119909e+00 3.380382295109024771e+00 3.377405889662774996e+00 3.344330239946948780e+00 3.220597872137132001e+00 2.921460465256264794e+00 2.580946656574711451e+00 2.432289047561390305e+00 2.402296319042366068e+00 2.398451140601324028e+00 2.399585383787277149e+00 2.391443842393174535e+00 2.386889983203907217e+00 2.380461933858238677e+00 2.377875517541474082e+00 2.377639469291026764e+00
2.746648579710555538e+00 8.470081820264326211e+00 3.539056415088489782e+00 4.097662776415081254e+00 2.914831631305822235e+00 6.313896256486725811e+00 9.469801826198981587e+00 1.088550798569498923e+01 6.194562309172406245e+00 2.679299423042924122e+00 2.868433414723353003e+00 3.915511496226992350e+00 3.240622799192918624e+00 4.061221598982022840e+00 4.596363516130291593e+00 5.699025589113613677e+00 6.064630799024883778e+00 5.498628880808599462e+00 3.723640629617160247e+00 3.124308812552202497e+00 3.129258115449587763e+00 3.249075532737967453e+00 3.264609989898657805e+00 3.318118685240900589e+00 3.472174435232811440e+00 3.647858120748515898e+00 3.612827091515958600e+00 3.494293496220874040e+00 3.132110852181825056e+00 2.794373500702613811e+00 2.759342382275348893e+00 2.855421118098984579e+00 2.850781569688347616e+00 2.755129046841093832e+00 2.672508759190501682e+00 2.641506630579790293e+00 2.649236733773729924e+00 2.644980118495457333e+00 2.642417234884580246e+00 2.662719303024959405e+00 2.650256721643339031e+00 2.635971261297197721e+00 2.592814573349023544e+00 2.581439432996620376e+00 2.578412549177280688e+00 2.578383921987616123e+00 2.578383899636691012e+00
