0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
4.059599215491078161e-01 5.872811870680584301e-01
5.215082334125126229e-01 4.728388081238213969e-01
4.799556993893058232e-01 4.378425326539219786e-01
4.270336107113502089e-01 4.332777167328466517e-01
4.291576176562176825e-01 3.723994052639584273e-01
4.768058615423554358e-01 3.295946890968461940e-01
5.626705658420640965e-01 2.664285980830673473e-01
5.934506389862528319e-01 2.468185594128544380e-01
6.231364690113239124e-01 2.227400602995177337e-01
6.331796350441855070e-01 2.233847359144697509e-01
6.446482858856384945e-01 2.173897817862220361e-01
6.543768938563118143e-01 2.061085696880069762e-01
6.555199511190898942e-01 1.837756366668925334e-01
6.317043627576566234e-01 2.039342005073081499e-01
6.017008816437161567e-01 2.248316486621416699e-01
5.915670745313291734e-01 2.274727005711568439e-01
5.791327910065001694e-01 2.345479154949671186e-01
5.586574930894998570e-01 2.553249469085207002e-01
5.533098069986724932e-01 2.650563917911878953e-01
5.704060125635465051e-01 2.613934626110175352e-01
5.867108583971445412e-01 2.559984790193055026e-01
6.028618528782591079e-01 2.480307794363494356e-01
6.226869931605166775e-01 2.290396751765811922e-01
6.505014933459164483e-01 2.037281149376476974e-01
6.845848917357461039e-01 1.681372253528817529e-01
7.053976379764029803e-01 1.448097816662204940e-01
7.342862591110989046e-01 1.185632990594557706e-01
7.537893736495137054e-01 9.789986174983747458e-02
7.757852626618200187e-01 6.164067658411185452e-02
8.092361103520723242e-01 1.754989566323865435e-02
9.077136164794666895e-01 -7.387260955328527057e-02
9.203490702321408534e-01 -8.105444911777535955e-02
9.288457514192887121e-01 -7.969785229384619696e-02
9.313944908979053805e-01 -9.093288611858756088e-02
9.369179156775270245e-01 -9.443763594409160245e-02
9.305639563020774441e-01 -8.178576042603473428e-02
9.323475525571630618e-01 -7.670140119108580234e-02
9.481546597735680537e-01 -9.605246132995493014e-02
9.402913737694945651e-01 -8.582412792801130674e-02
9.489125052942695149e-01 -9.869965038689473835e-02
9.288859366724115940e-01 -7.329203217233735967e-02
9.011083574118352590e-01 -4.667163267047250153e-02
8.320305506210190494e-01 4.254623808279800468e-02
8.259490034238677891e-01 4.559398434794966620e-02
8.110014575873517595e-01 4.468538137730754950e-02
7.949004499548465441e-01 6.633076656582190256e-02
7.655825482482209177e-01 1.029488111269618034e-01
7.564360401379562893e-01 1.166022652269452509e-01
7.478230327446536707e-01 1.344046853304952938e-01
7.336558479120026677e-01 1.537036428202137039e-01
7.234506117745848064e-01 1.680986647930651501e-01
7.164148921760375988e-01 1.766357355915493532e-01
7.128071366888387717e-01 1.866158587219050036e-01
7.059722889891236752e-01 1.912806692765191552e-01
6.900621321676714270e-01 2.125051126845916849e-01
6.760426348153967258e-01 2.294695850080715471e-01
6.568537519675878844e-01 2.375928818457911929e-01
6.297328363261246453e-01 2.594672621558785086e-01
6.169050889503163715e-01 2.789881784612183169e-01
5.979555828487863600e-01 3.119797046208526714e-01
5.914061227656561837e-01 3.291752564978869811e-01
6.046688168555920395e-01 3.271447082743862977e-01
6.155501291087374094e-01 3.290858786283694659e-01
6.323486810204499431e-01 3.349791316009522735e-01
6.303242063749137092e-01 3.537397700941301570e-01
6.102991475297838697e-01 3.664718712078679497e-01
5.813262226248685494e-01 3.812373666622025370e-01
5.508237110395420855e-01 3.948135305625319891e-01
5.145270544761963993e-01 4.127194939405075536e-01
4.694123564358326228e-01 4.432348763181753748e-01
4.324972459098405109e-01 4.642748704031449125e-01
4.084222276953325403e-01 4.946971058863664505e-01
4.027213915283425760e-01 5.047843512926470932e-01
3.971103738986975218e-01 5.116017924278376539e-01
3.856498774282728914e-01 5.876267488575068754e-01
3.507015553878621850e-01 6.484092893107921141e-01
3.563471027889639209e-01 6.608818279661724526e-01
3.831895292618595072e-01 6.613507118034277488e-01
4.120833362018887502e-01 6.458861114240675994e-01
3.992084658043913992e-01 6.619053411466276904e-01
3.817458392272288226e-01 6.603622586399405803e-01
4.236921232423120354e-01 6.207623707868630270e-01
4.597170035297496460e-01 5.833042395348991827e-01
4.846559114465902041e-01 5.504012536724784965e-01
4.893744314682152985e-01 5.425706018285390009e-01
4.907745689602006078e-01 5.366943803918047262e-01
4.948939733635179805e-01 5.320351886009774267e-01
5.244359559075975064e-01 4.999921151409282838e-01
5.266340199658148258e-01 4.965489106887516768e-01
5.325506963330177701e-01 4.853479454525840286e-01
5.517679856711334985e-01 4.634620145908581734e-01
5.583992402347391915e-01 4.563523360203812773e-01
5.594252954689173940e-01 4.586031777064481507e-01
5.657307638176263254e-01 4.526893890091021055e-01
5.766218915067945483e-01 4.418667743772017320e-01
5.792169220658929252e-01 4.365498484848480687e-01
5.862158928286649306e-01 4.325175075957543025e-01
5.892177282223907131e-01 4.337207069454421804e-01
5.929595997061926083e-01 4.310351791887025996e-01
5.955350116521636039e-01 4.269863911210658447e-01
5.956987150422602406e-01 4.243893550062025621e-01
5.944242621082153066e-01 4.187614327326195096e-01
5.946736677638184698e-01 4.101838940105914655e-01
5.969103283390155834e-01 3.976911568581083523e-01
6.019403355679765477e-01 3.877178346338592818e-01
6.064015776737298191e-01 3.655622210702662578e-01
6.035030236129771408e-01 3.623429207116603545e-01
6.065154385758961819e-01 3.518295232306169473e-01
6.144791189815341781e-01 3.363680663083969402e-01
6.258752980292976442e-01 3.262283035975207524e-01
6.518245633960944030e-01 3.108400179577517353e-01
6.906432547081949869e-01 2.539423815582387833e-01
