2.000000000000000000e+00 2.423505264421869643e-01 1.393594753735324931e-01 2.277889166180102620e-08 5.174968662474104697e+00
3.000000000000000000e+00 1.937443777350405183e+00 -1.071652230504980263e+00 3.770098786556751084e-08 9.511606224542378030e+00
4.000000000000000000e+00 3.722209585554594469e+00 -2.337689096676486944e+00 1.401471415323627401e+00 1.565064196303684518e+01
5.000000000000000000e+00 -1.744607017346251565e+00 2.298152915621861414e+00 2.174513671845577090e+00 1.030768586657793229e+01
6.000000000000000000e+00 -1.502691944356569831e+00 2.362522313109405303e+00 2.608677518706049803e+00 1.120639452591153784e+01
7.000000000000000000e+00 -1.711329142943289972e+00 2.308684554257748989e+00 2.757981184060430468e+00 1.042376912538981948e+01
8.000000000000000000e+00 -9.107229507414356107e-01 1.398187187354053673e+00 3.361085877896374807e+00 6.487459515250537656e+00
9.000000000000000000e+00 -1.196979471838127029e+00 1.601237997655267975e+00 3.175993705895779673e+00 7.158290703948683387e+00
1.000000000000000000e+01 3.005040421181952581e-01 4.096457042655427538e-01 3.135261991474249221e+00 5.048189067867523860e+00
1.100000000000000000e+01 3.231354929462683101e-01 3.900468235636690428e-01 2.990014679012102050e+00 5.062927858174082196e+00
1.200000000000000000e+01 2.602689475422955701e-01 4.322992447163827023e-01 2.894755158170029485e+00 5.005033232810572663e+00
1.300000000000000000e+01 1.515803989669269047e-01 4.550774237410438183e-01 3.065826813021779174e+00 4.854026125392344682e+00
1.400000000000000000e+01 8.376071444617246009e-02 4.418367187819154940e-01 3.250906176381835877e+00 4.772854568093861438e+00
1.500000000000000000e+01 2.125102601288034881e-02 4.462434794526109472e-01 3.387153887587386336e+00 4.741472473356814987e+00
1.600000000000000000e+01 -3.045321111000596007e-02 4.816157012427539352e-01 3.372123008051776782e+00 4.723146045323110442e+00
1.700000000000000000e+01 -5.881863738356595678e-02 5.017276494502503903e-01 3.295575349635098572e+00 4.716291302340193781e+00
1.800000000000000000e+01 -8.554828899920416396e-02 5.092025631385997952e-01 3.225047227497735758e+00 4.713410160933834803e+00
1.900000000000000000e+01 -1.105183518737559850e-01 4.967512065242936092e-01 3.172321760956470893e+00 4.722979735172640581e+00
2.000000000000000000e+01 -1.123679504188585948e-01 4.905612479646621615e-01 3.093179158362051595e+00 4.728029485173650848e+00
2.100000000000000000e+01 -1.177481248700215921e-01 5.379452673988597278e-01 3.057102930609593816e+00 4.709760927030711031e+00
2.200000000000000000e+01 -1.340306822702859446e-01 6.307007714687157263e-01 3.145508922118088524e+00 4.761448899547648494e+00
2.300000000000000000e+01 -1.498908805164511637e-01 6.861653099506911380e-01 3.133175482561124436e+00 4.838095703503630496e+00
2.400000000000000000e+01 -1.657428228766087974e-01 7.306204871248536126e-01 3.125621190627081880e+00 4.918863642959052207e+00
2.500000000000000000e+01 -1.696292005350050758e-01 7.625469651286131967e-01 3.290780789824042873e+00 4.999929441153238230e+00
2.600000000000000000e+01 -1.390383658497650332e-01 7.432257375545635592e-01 3.658017780645502981e+00 4.993282534604536416e+00
2.700000000000000000e+01 -1.167152987309753032e-01 7.150610836982246310e-01 4.016319352452486058e+00 4.950718046903322289e+00
2.800000000000000000e+01 -1.209999206149524054e-01 7.019546702584402720e-01 4.306196353727918869e+00 4.910330816086822203e+00
2.900000000000000000e+01 -1.284812363632729937e-01 6.951825674381744147e-01 4.522464808107502066e+00 4.883671890973881879e+00
3.000000000000000000e+01 -1.199340097372182667e-01 6.928596056843880913e-01 4.641040287677077991e+00 4.889905656308195958e+00
